           1     1.22871     1.22871 8.40425e-09
           2     1.03701     1.13286   0.0677775
           3     1.04578     1.10383   0.0510229
           4     1.01619     1.08192   0.0427137
           5     1.05192     1.07592   0.0345897
           6     1.09079      1.0784   0.0289135
           7     1.05567     1.07515   0.0249647
           8     1.09621     1.07778   0.0219824
           9     1.07018     1.07694   0.0195561
          10     1.09472     1.07872   0.0176812
          11     1.03497     1.07474    0.016515
          12     1.05775     1.07332   0.0151993
          13     1.02682     1.06975   0.0144449
          14     1.03838     1.06751   0.0135857
          15     1.02559     1.06471   0.0129642
          16     1.03649     1.06295   0.0122734
          17     1.02145     1.06051   0.0117917
          18     1.07904     1.06154   0.0111815
          19     1.06149     1.06153    0.010593
          20     1.05866     1.06139   0.0100643
          21     1.01099     1.05899  0.00986704
          22     1.02797     1.05758  0.00951874
          23     1.07512     1.05834  0.00913538
          24     1.07211     1.05892  0.00877273
          25     1.04586     1.05839  0.00843734
          26     1.07053     1.05886  0.00812573
          27     1.05863     1.05885  0.00782478
          28     1.07108     1.05929   0.0075575
          29     1.05961      1.0593   0.0072969
          30     1.05658     1.05921  0.00705423
          31     1.05522     1.05908  0.00682785
          32     1.05253     1.05888  0.00661755
          33     1.04608     1.05849  0.00642837
          34     1.05548      1.0584  0.00623991
          35     1.05216     1.05822  0.00606417
          36     1.04191     1.05777  0.00591262
          37     1.04061     1.05731  0.00577097
          38     1.05688     1.05729  0.00561911
          39     1.02131     1.05637  0.00555028
          40     1.05741      1.0564  0.00541159
          41     1.05366     1.05633  0.00528001
          42     1.04452     1.05605  0.00516178
          43      1.0575     1.05608  0.00504185
          44     1.05867     1.05614  0.00492761
          45     1.05898      1.0562  0.00481851
          46     1.03089     1.05565  0.00474508
          47     1.05558     1.05565  0.00464412
          48     1.04742     1.05548  0.00455053
          49     1.08534     1.05609  0.00449828
          50      1.0596     1.05616  0.00440886
          51     1.02304     1.05551     0.00437
          52     1.05696     1.05554  0.00428605
          53    0.998698     1.05447  0.00433729
          54     1.04802     1.05435  0.00425861
          55      1.0271     1.05385   0.0042099
          56     1.03068     1.05344    0.004155
          57      1.0575     1.05351  0.00408272
          58      1.0871     1.05409  0.00405321
          59     1.06134     1.05421  0.00398637
          60     1.00618     1.05341  0.00399951
          61     1.04874     1.05333  0.00393467
          62     1.11333      1.0543  0.00398844
          63     1.09883     1.05501  0.00398725
          64     1.03019     1.05462  0.00394376
          65     1.03826     1.05437  0.00389111
          66     1.02476     1.05392  0.00385793
          67     1.02427     1.05348  0.00382564
          68     1.03741     1.05324  0.00377668
          69     1.01513     1.05269  0.00376212
          70     1.06027      1.0528  0.00370993
          71     1.02232     1.05237  0.00368244
          72     1.03748     1.05216   0.0036371
          73     1.00948     1.05158  0.00363396
          74      1.0291     1.05127  0.00359752
          75      1.0413     1.05114  0.00355201
          76     1.08631      1.0516   0.0035353
          77     1.08829     1.05208  0.00352134
          78     1.08157     1.05246  0.00349644
          79     1.07311     1.05272  0.00346194
          80     1.06667     1.05289  0.00342305
          81     1.05923     1.05297  0.00338169
          82      1.0569     1.05302  0.00334079
          83     1.10434     1.05364  0.00335728
          84     1.02444     1.05329  0.00333526
          85     1.08279     1.05364  0.00331402
          86     1.06811     1.05381  0.00327976
          87     1.10824     1.05443   0.0033012
          88     1.06969     1.05461  0.00326824
          89     1.04924     1.05454  0.00323207
          90     1.05735     1.05458  0.00319631
          91     1.03963     1.05441   0.0031654
          92     1.02576      1.0541  0.00314628
          93     1.05347     1.05409  0.00311246
          94     1.07175     1.05428  0.00308501
          95     1.08443      1.0546  0.00306882
          96     1.04196     1.05447  0.00303967
          97     1.09111     1.05484  0.00303172
          98     1.03524     1.05464  0.00300738
          99     1.01731     1.05427  0.00300055
         100     1.08231     1.05455  0.00298362
         101     1.01531     1.05416  0.00297926
         102     1.00591     1.05369  0.00298737
         103     1.07995     1.05394  0.00296923
         104     1.06512     1.05405  0.00294262
         105     1.02663     1.05379  0.00292616
         106     1.01082     1.05338  0.00292649
         107     1.07245     1.05356  0.00290456
         108     1.05719     1.05359  0.00287786
         109     1.07959     1.05383  0.00286132
         110     1.02177     1.05354  0.00285011
         111     1.06826     1.05367  0.00282752
         112     1.03409      1.0535  0.00280767
         113     1.09609     1.05388  0.00280801
         114     1.07243     1.05404  0.00278809
         115     1.03348     1.05386  0.00276957
         116     1.05641     1.05388  0.00274578
         117      1.0469     1.05382  0.00272296
         118     1.05086      1.0538      0.0027
         119     1.05619     1.05382  0.00267739
         120     0.99968     1.05337  0.00269282
         121     1.04031     1.05326  0.00267272
         122     1.04843     1.05322  0.00265111
         123    0.992993     1.05273  0.00267439
         124      1.0527     1.05273  0.00265282
         125     1.06644     1.05284  0.00263386
         126     1.09437     1.05317  0.00263351
         127     1.05295     1.05317  0.00261277
         128     1.02031     1.05291  0.00260493
         129     1.06108     1.05297  0.00258551
         130     1.05899     1.05302  0.00256604
         131     1.05153     1.05301  0.00254647
         132     1.06852     1.05313  0.00252989
         133     1.03787     1.05301  0.00251347
         134     1.08241     1.05323  0.00250427
         135     1.03266     1.05308  0.00249035
         136     1.03167     1.05292  0.00247701
         137     1.02654     1.05273   0.0024664
         138     1.07823     1.05291  0.00245544
         139     1.05462     1.05292  0.00243781
         140     1.06834     1.05304  0.00242288
         141      1.0521     1.05303  0.00240571
         142     1.03498      1.0529  0.00239212
         143      1.0481     1.05287  0.00237563
         144     1.07741     1.05304  0.00236524
         145     1.05921     1.05308  0.00234931
         146    0.988701     1.05264  0.00237424
         147     1.04991     1.05262  0.00235816
         148     1.06058     1.05267  0.00234284
         149     1.02835     1.05251   0.0023328
         150     1.07965     1.05269  0.00232425
         151      1.0599     1.05274  0.00230935
         152     1.08396     1.05295  0.00230327
         153    0.997206     1.05258  0.00231685
         154     1.05445     1.05259  0.00230184
         155     1.02176     1.05239  0.00229556
         156     1.09889     1.05269  0.00230012
         157     1.08349     1.05289  0.00229382
         158     1.06032     1.05294  0.00227978
         159     1.07898      1.0531  0.00227132
         160     1.08569      1.0533  0.00226624
         161     1.08173     1.05348  0.00225903
         162     1.01606     1.05325  0.00225687
         163     1.07303     1.05337  0.00224628
