           1    -5.28412    -5.28412 3.42753e-08
           2    -4.98893    -5.13653    0.104365
           3    -4.99042    -5.08782   0.0801383
           4    -4.98828    -5.06294   0.0638508
           5    -5.06602    -5.06355   0.0510836
           6    -5.07636    -5.06569   0.0426142
           7    -4.99569    -5.05569   0.0376814
           8    -5.06304    -5.05661   0.0329824
           9    -4.98914    -5.04911   0.0301576
          10    -4.91651    -5.03585   0.0299155
          11    -4.99718    -5.03234   0.0274016
          12    -4.99766    -5.02945   0.0252701
          13    -4.96071    -5.02416    0.023873
          14    -5.07236     -5.0276   0.0224148
          15    -5.07384    -5.03068   0.0211314
          16    -4.96672    -5.02669   0.0201852
          17    -4.97727    -5.02378    0.019206
          18      -5.009    -5.02296   0.0181566
          19    -4.97747    -5.02056   0.0173581
          20    -5.01391    -5.02023   0.0164934
          21    -4.95127    -5.01695   0.0160316
          22    -5.05171    -5.01853   0.0153806
          23    -4.98523    -5.01708   0.0147798
          24    -5.02429    -5.01738   0.0141671
          25    -4.95459    -5.01487   0.0138212
          26    -5.00125    -5.01435   0.0132995
          27    -5.00607    -5.01404   0.0128105
          28    -4.98567    -5.01303    0.012393
          29    -5.02869    -5.01357   0.0119774
          30    -5.03304    -5.01422   0.0115957
          31    -5.07526    -5.01618   0.0113876
          32    -5.01325    -5.01609   0.0110321
          33    -5.05173    -5.01717   0.0107506
          34     -5.0056    -5.01683   0.0104398
          35    -5.00521     -5.0165   0.0101468
          36     -5.0452     -5.0173  0.00989618
          37    -5.05204    -5.01824  0.00967315
          38     -5.0183    -5.01824  0.00941859
          39    -5.04041    -5.01881  0.00919422
          40    -5.02802    -5.01904  0.00896725
          41    -5.01509    -5.01894  0.00874905
          42     -4.9326    -5.01688  0.00877895
          43    -4.93245    -5.01492  0.00879164
          44     -5.0213    -5.01507  0.00859302
          45    -4.98191    -5.01433  0.00843359
          46    -5.01347    -5.01431  0.00825027
          47    -5.08038    -5.01572  0.00819362
          48    -5.03939    -5.01621  0.00803776
          49     -4.9888    -5.01565  0.00789316
          50    -5.01925    -5.01572  0.00773563
          51    -5.02802    -5.01596   0.0075877
          52    -5.02651    -5.01617   0.0074445
          53    -5.00908    -5.01603  0.00730524
          54     -4.9926     -5.0156  0.00718283
          55    -5.01757    -5.01563  0.00705232
          56    -4.96809    -5.01479   0.0069773
          57    -5.02123     -5.0149   0.0068558
          58    -5.07945    -5.01601  0.00682735
          59     -4.9346    -5.01463  0.00684964
          60     -5.0215    -5.01475  0.00673643
          61    -5.02026    -5.01484  0.00662661
          62    -5.02027    -5.01492  0.00652031
