           1     1.26275     1.26275 4.74334e-09
           2     1.06842     1.16559   0.0687066
           3     1.07366     1.13494   0.0521928
           4     1.06324     1.11702   0.0421106
           5      1.0885     1.11131   0.0340726
           6     1.15155     1.11802   0.0290463
           7     1.12844     1.11951    0.024935
           8     1.10525     1.11773   0.0218817
           9     1.06675     1.11206   0.0201702
          10     1.09718     1.11057    0.018208
          11     1.04881     1.10496    0.017397
          12     1.09929     1.10449   0.0159536
          13     1.07531     1.10224   0.0148834
          14      1.0939     1.10165   0.0138323
          15      1.0576     1.09871   0.0132182
          16     1.06175      1.0964   0.0125922
          17     1.07941      1.0954   0.0118911
          18     1.12341     1.09696   0.0113318
          19     1.06315     1.09518   0.0108742
          20      1.1102     1.09593   0.0103564
          21     1.11496     1.09683  0.00990279
          22     1.14065     1.09883  0.00965087
          23      1.0911     1.09849  0.00923712
          24     1.06005     1.09689  0.00898999
          25     1.07776     1.09612  0.00866288
          26     1.05647      1.0946  0.00846287
          27     1.07931     1.09403  0.00816835
          28     1.07972     1.09352   0.0078926
          29     1.11945     1.09442  0.00767094
          30     1.10404     1.09474  0.00742194
          31     1.04305     1.09307  0.00736739
          32     1.11526     1.09376  0.00716973
          33     1.04966     1.09243  0.00707594
          34      1.0796     1.09205  0.00687786
          35     1.07119     1.09145  0.00670712
          36     1.10164     1.09174  0.00652678
          37     1.05684     1.09079  0.00641815
          38     1.05665     1.08989  0.00631184
          39      1.0791     1.08962  0.00615606
          40      1.0823     1.08943  0.00600488
          41     1.08096     1.08923  0.00586198
          42      1.0797       1.089  0.00572679
          43      1.0962     1.08917  0.00559606
          44     1.06516     1.08862  0.00549541
          45     1.11185     1.08914  0.00539747
          46     1.06872      1.0887  0.00529835
          47     1.05105     1.08789  0.00524581
          48      1.0743     1.08761  0.00514416
          49     1.06971     1.08725  0.00505214
          50      1.0822     1.08714   0.0049521
          51     1.10794     1.08755  0.00487175
          52     1.08889     1.08758  0.00477813
          53     1.08715     1.08757  0.00468799
          54     1.11643      1.0881  0.00463154
          55     1.11714     1.08863  0.00457732
          56     1.05093     1.08796  0.00454483
          57     1.10121     1.08819  0.00447104
          58     1.07146      1.0879  0.00440324
          59     1.07728     1.08772  0.00433229
          60      1.0763     1.08753  0.00426427
          61     1.09178      1.0876  0.00419493
          62      1.1104     1.08797  0.00414336
          63     1.10619     1.08826  0.00408767
          64     1.13711     1.08902  0.00409445
          65     1.06789      1.0887  0.00404434
          66     1.05897     1.08825  0.00400806
          67     1.08156     1.08815  0.00394948
          68     1.06135     1.08775  0.00391101
          69     1.10548     1.08801  0.00386276
          70    0.985888     1.08655  0.00407377
          71     1.07549      1.0864  0.00401937
          72     1.08599     1.08639  0.00396355
          73     1.07874     1.08629  0.00391064
          74     1.09497      1.0864  0.00385955
          75     1.08415     1.08637  0.00380821
          76     1.10904     1.08667  0.00376977
          77     1.06235     1.08635  0.00373401
          78     1.03856     1.08574  0.00373608
          79      1.0769     1.08563  0.00369047
          80     1.08414     1.08561  0.00364438
          81     1.11838     1.08602  0.00362178
          82     1.07317     1.08586    0.003581
          83     1.11726     1.08624  0.00355779
          84     1.11185     1.08654  0.00352847
          85     1.07195     1.08637  0.00349114
          86     1.10637      1.0866  0.00345828
          87     1.08977     1.08664  0.00341872
          88     1.09273     1.08671  0.00338057
          89     1.11201     1.08699  0.00335452
          90      1.0536     1.08662  0.00333771
          91      1.0874     1.08663  0.00330104
          92     1.06299     1.08637  0.00327515
          93     1.09198     1.08643  0.00324049
          94     1.08378     1.08641  0.00320614
          95     1.12059     1.08677  0.00319252
          96     1.06796     1.08657  0.00316527
          97     1.09095     1.08662  0.00313296
          98      1.1085     1.08684  0.00310894
          99     1.06373      1.0866  0.00308628
         100     1.07787     1.08652  0.00305666
         101     1.10038     1.08665  0.00302947
         102      1.0673     1.08647  0.00300571
         103     1.14357     1.08702  0.00302723
         104     1.10101     1.08715  0.00300111
         105     1.13086     1.08757  0.00300125
         106     1.10836     1.08777  0.00297934
         107     1.04761     1.08739  0.00297503
         108     1.04793     1.08703  0.00296983
         109     1.14279     1.08754  0.00298633
         110     1.08291      1.0875  0.00295948
         111     1.06875     1.08733  0.00293763
         112     1.08012     1.08726  0.00291211
         113     1.02666     1.08673   0.0029353
         114     1.05838     1.08648  0.00292007
         115     1.07237     1.08635  0.00289725
         116     1.12025     1.08665  0.00288697
         117     1.08783     1.08666  0.00286232
         118     1.07127     1.08653  0.00284103
         119     1.07626     1.08644  0.00281846
         120     1.09275     1.08649  0.00279547
         121     1.02396     1.08598  0.00281973
         122     1.13019     1.08634   0.0028198
         123     1.05764      1.0861  0.00280652
         124     1.05588     1.08586  0.00279445
         125     1.07799      1.0858   0.0027728
         126     1.09617     1.08588  0.00275201
         127     1.09018     1.08591  0.00273055
         128     1.12106     1.08619  0.00272299
         129     1.10273     1.08632   0.0027049
         130     1.08018     1.08627  0.00268451
         131     1.07536     1.08619   0.0026653
         132     1.07315     1.08609  0.00264694
         133      1.0935     1.08614  0.00262763
         134     1.11737     1.08638  0.00261833
         135     1.12443     1.08666  0.00261406
         136     1.10114     1.08676  0.00259701
         137     1.04584     1.08647  0.00259518
         138     1.04933      1.0862  0.00259029
         139     1.08405     1.08618   0.0025717
         140      1.0711     1.08607  0.00255559
         141     1.09611     1.08615  0.00253845
         142      1.0442     1.08585  0.00253771
         143     1.05005      1.0856  0.00253228
         144     1.05713      1.0854   0.0025224
         145     1.06161     1.08524  0.00251033
         146      1.0825     1.08522  0.00249321
         147     1.07596     1.08516  0.00247705
         148     1.09553     1.08523   0.0024613
         149     1.07276     1.08514   0.0024462
         150     1.06645     1.08502  0.00243307
         151     1.04236     1.08473   0.0024333
         152     1.07333     1.08466  0.00241845
         153     1.05785     1.08448  0.00240898
         154     1.09379     1.08455  0.00239409
         155     1.07972     1.08451  0.00237885
         156     1.07429     1.08445   0.0023645
         157     1.08388     1.08444  0.00234945
         158     1.07743      1.0844  0.00233499
         159     1.11154     1.08457  0.00232654
         160     1.06814     1.08447  0.00231426
         161     1.08964      1.0845  0.00230011
         162     1.09777     1.08458  0.00228737
         163     1.11944      1.0848  0.00228331
         164     1.08866     1.08482  0.00226951
         165     1.07169     1.08474  0.00225715
         166     1.12327     1.08497  0.00225546
         167     1.07548     1.08492  0.00224267
         168     1.11078     1.08507   0.0022346
         169     1.05408     1.08489  0.00222889
         170      1.0741     1.08482  0.00221668
         171     1.08805     1.08484   0.0022038
         172     1.07425     1.08478  0.00219184
         173     1.08331     1.08477  0.00217919
         174     1.11484     1.08494  0.00217351
         175     1.06387     1.08482  0.00216442
         176     1.06818     1.08473  0.00215418
         177     1.06104      1.0846  0.00214617
         178     1.06079     1.08446  0.00213827
         179     1.02952     1.08415  0.00214824
         180      1.1287      1.0844  0.00215052
         181     1.10773     1.08453  0.00214249
         182     1.10975     1.08467   0.0021352
         183     1.09913     1.08475  0.00212499
         184     1.10146     1.08484  0.00211538
         185     1.08521     1.08484  0.00210395
         186     1.07823     1.08481  0.00209294
         187     1.03037     1.08451   0.0021019
         188     1.03926     1.08427  0.00210445
         189     1.05277     1.08411  0.00209991
         190     1.07913     1.08408  0.00208902
         191     1.09047     1.08411  0.00207835
         192     1.05978     1.08399  0.00207139
         193      1.0818     1.08398  0.00206069
         194     1.13453     1.08424  0.00206648
         195     1.15565      1.0846  0.00208808
         196     1.09129     1.08464   0.0020777
         197     1.09266     1.08468  0.00206755
         198     1.05587     1.08453  0.00206222
         199     1.09692      1.0846   0.0020528
         200     1.10715     1.08471  0.00204563
