           1    -5.33201    -5.33201 2.47859e-08
           2    -5.04507    -5.18854    0.101447
           3    -5.05678    -5.14462   0.0765514
           4    -5.00839    -5.11056   0.0645465
           5    -5.07954    -5.10436   0.0519346
           6    -5.13286    -5.10911   0.0434955
           7     -5.0829    -5.10536   0.0374426
           8    -5.00984    -5.09342    0.034614
           9    -5.01592    -5.08481   0.0318212
          10     -5.0834    -5.08467   0.0286394
          11    -5.09555    -5.08566   0.0260529
          12    -5.03748    -5.08164   0.0241892
          13    -5.05927    -5.07992   0.0223896
          14     -5.0954    -5.08103   0.0208176
          15    -5.10131    -5.08238   0.0194737
          16    -5.08334    -5.08244   0.0182566
          17    -5.06992     -5.0817   0.0171976
          18    -5.04668    -5.07976   0.0163519
          19    -5.06973    -5.07923   0.0154997
          20    -5.05393    -5.07797   0.0147763
          21    -5.05178    -5.07672   0.0141252
          22    -5.04317    -5.07519   0.0135652
          23    -5.09407    -5.07601   0.0130002
          24    -5.06473    -5.07554    0.012467
          25    -5.11246    -5.07702   0.0120555
          26    -5.02647    -5.07508   0.0117475
          27    -5.20283    -5.07981   0.0122283
          28    -5.03234    -5.07811   0.0119086
          29    -5.07813    -5.07811   0.0114979
          30    -5.01697    -5.07608   0.0112938
          31    -5.02048    -5.07428    0.011071
          32    -5.11144    -5.07544   0.0107857
          33    -5.09876    -5.07615    0.010482
          34    -5.04056     -5.0751   0.0102258
          35    -5.09962     -5.0758  0.00995763
          36    -5.09561    -5.07635  0.00969621
          37    -5.02749    -5.07503  0.00952365
          38    -5.10313    -5.07577  0.00930167
          39    -5.07043    -5.07564  0.00906418
          40    -5.10999    -5.07649  0.00887817
          41    -5.11038    -5.07732  0.00870001
          42    -5.09382    -5.07771  0.00850174
          43     -5.0124    -5.07619   0.0084386
          44    -5.08974     -5.0765  0.00825243
          45    -5.10147    -5.07706  0.00808767
          46    -5.11568     -5.0779  0.00795532
          47    -5.06534    -5.07763  0.00779054
          48    -5.02913    -5.07662  0.00769348
          49    -5.09799    -5.07706  0.00754883
          50    -5.09197    -5.07735  0.00740374
          51    -5.12549     -5.0783  0.00731848
          52    -5.05206    -5.07779  0.00719511
          53    -5.01907    -5.07669  0.00714414
          54     -5.0811    -5.07677  0.00701231
          55    -5.02286    -5.07579  0.00695298
          56      -5.032    -5.07501  0.00687266
          57    -5.04911    -5.07455  0.00676708
          58    -5.00796     -5.0734  0.00674711
          59    -5.00213    -5.07219  0.00674002
          60    -5.05162    -5.07185   0.0066364
          61    -5.06684    -5.07177  0.00652811
          62    -5.06405    -5.07165  0.00642401
          63    -5.05105    -5.07132  0.00633036
          64    -5.13722    -5.07235  0.00631463
          65    -5.17742    -5.07396  0.00642106
          66    -5.10788    -5.07448   0.0063443
          67    -5.05395    -5.07417    0.006257
          68    -5.07514    -5.07419    0.006165
          69    -5.10392    -5.07462  0.00609069
          70    -5.06495    -5.07448  0.00600525
          71    -5.06004    -5.07428  0.00592411
          72    -4.98978     -5.0731  0.00595694
          73    -5.06326    -5.07297  0.00587687
          74     -5.1428    -5.07391  0.00587272
          75    -5.02472    -5.07325  0.00583093
          76    -5.09159     -5.0735   0.0057592
          77    -5.07948    -5.07357  0.00568493
          78    -5.10529    -5.07398  0.00562657
          79    -5.06954    -5.07392  0.00555562
          80    -5.05338    -5.07367  0.00549211
          81    -5.06147    -5.07352  0.00542637
          82    -5.03332    -5.07303  0.00538229
          83    -5.06607    -5.07294  0.00531809
          84    -5.10171    -5.07329   0.0052658
          85    -5.06435    -5.07318  0.00520489
          86    -5.07343    -5.07318  0.00514437
          87    -5.11073    -5.07361  0.00510331
          88     -5.1339     -5.0743  0.00509109
          89    -5.06437    -5.07419  0.00503511
          90    -5.07988    -5.07425  0.00497956
          91    -5.11108    -5.07466  0.00494126
          92    -5.06739    -5.07458  0.00488818
          93    -5.01787    -5.07397  0.00487351
          94    -5.12033    -5.07446  0.00484655
          95     -5.0508    -5.07421  0.00480193
          96    -5.03761    -5.07383  0.00476702
          97    -5.05884    -5.07368  0.00472038
          98    -5.11232    -5.07407  0.00468866
          99    -5.10547    -5.07439  0.00465202
         100     -5.0702    -5.07435  0.00460568
         101    -5.05005     -5.0741  0.00456636
         102    -5.14044    -5.07476  0.00456767
         103    -5.09162    -5.07492  0.00452626
         104    -5.06838    -5.07486  0.00448317
         105    -5.06202    -5.07473  0.00444214
         106     -5.0803    -5.07479  0.00440054
         107    -5.06677    -5.07471  0.00436005
         108    -5.06469    -5.07462  0.00432067
         109    -5.09277    -5.07479  0.00428424
         110    -5.09671    -5.07498  0.00424993
         111     -5.1121    -5.07532  0.00422478
         112    -5.05637    -5.07515  0.00419044
         113    -5.05836      -5.075  0.00415599
         114    -5.02551    -5.07457  0.00414214
         115    -5.05494     -5.0744  0.00410964
         116    -5.10009    -5.07462  0.00408017
         117    -5.10796     -5.0749  0.00405524
         118     -5.0142    -5.07439  0.00405338
         119    -5.00603    -5.07381  0.00405982
         120    -5.10762     -5.0741  0.00403575
         121    -4.98781    -5.07338   0.0040649
         122    -5.07276    -5.07338  0.00403158
         123    -5.13328    -5.07386  0.00402812
         124    -5.08046    -5.07392  0.00399599
         125    -5.01348    -5.07343  0.00399316
         126    -5.02014    -5.07301  0.00398381
         127     -5.1081    -5.07329  0.00396201
         128    -5.12065    -5.07366   0.0039483
         129    -5.04789    -5.07346  0.00392274
         130    -5.05751    -5.07334  0.00389449
         131    -5.07596    -5.07336  0.00386481
         132    -5.06185    -5.07327  0.00383651
         133    -5.03106    -5.07295  0.00382077
         134    -5.06416    -5.07288  0.00379282
         135    -5.09786    -5.07307  0.00376924
         136     -5.0257    -5.07272  0.00375758
         137    -5.16002    -5.07336  0.00378379
         138     -5.0958    -5.07352  0.00375986
         139    -5.07702    -5.07355   0.0037329
         140    -5.06244    -5.07347  0.00370708
         141    -5.06783    -5.07343    0.003681
         142    -5.05164    -5.07327  0.00365828
         143    -4.97135    -5.07256  0.00370147
         144    -5.05109    -5.07241  0.00367877
         145    -5.04323    -5.07221   0.0036589
         146    -5.07264    -5.07221  0.00363384
         147    -5.15687    -5.07279  0.00365447
         148    -5.05789    -5.07269  0.00363116
         149    -5.02816    -5.07239  0.00361907
         150    -5.04634    -5.07222  0.00359911
         151    -5.02639    -5.07191  0.00358805
         152    -5.03917     -5.0717   0.0035709
         153    -5.12487    -5.07205  0.00356443
         154    -5.09227    -5.07218   0.0035437
         155    -5.11715    -5.07247   0.0035327
         156     -5.0153     -5.0721  0.00352901
         157    -5.02494     -5.0718   0.0035193
         158    -5.05576     -5.0717  0.00349849
         159    -5.12592    -5.07204  0.00349307
         160    -5.05783    -5.07195  0.00347236
         161    -5.08228    -5.07201  0.00345139
         162    -4.97756    -5.07143  0.00347898
         163    -5.09617    -5.07158  0.00346095
         164    -5.02804    -5.07132  0.00345001
         165    -5.06809     -5.0713  0.00342916
         166    -5.06435    -5.07126  0.00340876
         167    -5.12722    -5.07159  0.00340477
         168    -5.07179    -5.07159  0.00338451
         169    -5.05853    -5.07152  0.00336536
         170    -5.10441    -5.07171  0.00335112
         171    -5.05078    -5.07159  0.00333376
         172    -5.03513    -5.07137  0.00332111
         173    -5.06457    -5.07134  0.00330215
         174     -5.0449    -5.07118  0.00328666
         175    -5.03566    -5.07098  0.00327414
         176     -5.0537    -5.07088  0.00325701
         177    -5.08085    -5.07094   0.0032391
         178    -5.11672     -5.0712  0.00323109
         179    -5.07093    -5.07119  0.00321304
         180    -5.12072    -5.07147  0.00320695
         181    -4.97414    -5.07093    0.003234
         182    -5.06009    -5.07087  0.00321678
         183    -5.03741    -5.07069   0.0032044
         184    -5.02766    -5.07046   0.0031955
         185    -5.07473    -5.07048  0.00317832
         186    -5.08789    -5.07057  0.00316261
         187    -5.07661     -5.0706  0.00314586
         188    -5.06932     -5.0706  0.00312913
         189    -5.05344    -5.07051  0.00311389
         190    -5.07829    -5.07055  0.00309777
         191    -5.06852    -5.07054  0.00308157
         192    -5.01561    -5.07025  0.00307877
         193    -5.08965    -5.07035  0.00306446
         194    -5.07119    -5.07036  0.00304867
         195    -5.06052    -5.07031  0.00303345
         196    -5.04132    -5.07016  0.00302158
         197    -5.06007    -5.07011  0.00300667
         198    -5.11469    -5.07033  0.00299991
         199    -5.08233    -5.07039  0.00298544
         200    -4.99753    -5.07003  0.00299266
