           1    -5.28887    -5.28887 2.48285e-08
           2    -4.99451    -5.14169    0.104074
           3    -4.99672    -5.09337    0.079817
           4    -4.99091    -5.06775   0.0638406
           5    -5.06819    -5.06784   0.0510725
           6    -5.05495    -5.06569   0.0426056
           7    -5.03756    -5.06167   0.0367082
           8    -5.00255    -5.05428   0.0328552
           9    -5.03887    -5.05257   0.0292492
          10    -5.01808    -5.04912   0.0265269
          11    -4.99137    -5.04387   0.0246294
          12    -4.99185    -5.03953   0.0229553
          13    -5.02163    -5.03816   0.0212308
          14    -5.00555    -5.03583   0.0198417
          15    -4.99609    -5.03318   0.0186949
          16    -5.07369    -5.03571   0.0176971
          17    -5.02816    -5.03527   0.0166617
          18    -5.07694    -5.03758    0.015896
          19    -5.06121    -5.03883    0.015108
          20    -5.03059    -5.03841   0.0143582
          21     -4.9781    -5.03554   0.0139588
          22    -5.05953    -5.03663   0.0133668
          23    -4.97241    -5.03384    0.013074
          24    -4.97985    -5.03159   0.0127213
          25    -4.96253    -5.02883   0.0125088
          26    -4.99693     -5.0276   0.0120877
          27    -4.97106    -5.02551     0.01182
          28    -5.00955    -5.02494   0.0114116
          29     -4.9967    -5.02396   0.0110595
          30    -4.98899     -5.0228   0.0107522
          31    -4.99288    -5.02183   0.0104485
          32    -5.00881    -5.02143   0.0101299
          33    -5.03413    -5.02181  0.00983027
          34    -5.03805    -5.02229  0.00955275
          35    -5.02627     -5.0224  0.00928049
          36    -5.00108    -5.02181  0.00904157
          37     -5.0206    -5.02178  0.00879726
          38    -5.08501    -5.02344  0.00872173
          39    -5.01279    -5.02317  0.00850237
          40    -5.06437     -5.0242  0.00835198
          41    -5.04177    -5.02463  0.00815926
          42    -5.00941    -5.02426  0.00797304
          43    -5.07554    -5.02546  0.00787628
          44    -4.98553    -5.02455  0.00774938
          45     -5.0833    -5.02586  0.00768635
          46    -5.04082    -5.02618  0.00752613
          47    -5.06291    -5.02696  0.00740647
          48    -5.02959    -5.02702  0.00725237
          49    -4.99156    -5.02629  0.00714036
          50    -5.01211    -5.02601  0.00700319
          51    -4.99575    -5.02542  0.00689095
          52    -4.94662     -5.0239  0.00692304
          53    -5.02018    -5.02383  0.00679278
          54    -5.02455    -5.02384    0.006667
          55    -5.08964    -5.02504  0.00665225
          56    -5.00562    -5.02469   0.0065425
          57    -4.95547    -5.02348  0.00653945
          58    -5.05531    -5.02403  0.00644969
          59    -5.01418    -5.02386  0.00634253
          60    -4.97041    -5.02297  0.00629908
          61     -5.0214    -5.02294  0.00619587
          62    -4.97306    -5.02214  0.00614796
          63    -5.04299    -5.02247  0.00605927
          64     -4.9338    -5.02109  0.00612095
          65    -4.95115    -5.02001  0.00612062
          66    -5.00211    -5.01974  0.00603389
          67    -4.94253    -5.01859  0.00605288
          68    -4.99599    -5.01825  0.00597298
          69    -5.04671    -5.01867  0.00590065
          70     -5.0233    -5.01873  0.00581672
          71     -5.0484    -5.01915  0.00574978
          72    -5.06855    -5.01984  0.00571071
          73    -5.05216    -5.02028  0.00564962
          74    -4.98479     -5.0198  0.00559359
          75    -4.98716    -5.01936  0.00553591
          76    -5.02694    -5.01946  0.00546397
          77    -5.02876    -5.01958  0.00539434
          78    -5.00296    -5.01937  0.00532939
          79    -4.96835    -5.01873  0.00530092
