           1    -5.30798    -5.30798 1.93594e-08
           2     -5.0171    -5.16254     0.10284
           3    -5.02329    -5.11612   0.0783383
           4    -5.00339    -5.08794   0.0636219
           5     -5.0392    -5.07819   0.0516389
           6    -5.14309    -5.08901   0.0441509
           7    -5.09648    -5.09007   0.0378566
           8    -5.02796    -5.08231   0.0339114
           9    -5.00822    -5.07408   0.0311266
          10     -5.0215    -5.06882   0.0284545
          11    -5.06384    -5.06837   0.0258713
          12    -5.08805    -5.07001   0.0237673
          13    -5.06279    -5.06945   0.0219456
          14    -5.04117    -5.06743   0.0204708
          15    -5.01778    -5.06412   0.0193718
          16    -5.07278    -5.06466   0.0181687
          17    -5.01752    -5.06189   0.0173103
          18    -5.05486     -5.0615    0.016353
          19    -5.01073    -5.05883   0.0157091
          20    -5.00975    -5.05637   0.0151141
          21    -5.06252    -5.05667   0.0143972
          22    -5.09638    -5.05847   0.0138555
          23    -5.13156    -5.06165   0.0136126
          24    -5.04711    -5.06104   0.0130589
          25    -5.01806    -5.05932   0.0126492
          26    -5.04791    -5.05888   0.0121703
          27    -5.09193    -5.06011    0.011781
          28    -4.99082    -5.05763   0.0116172
          29    -5.04905    -5.05734   0.0112204
          30    -5.05364    -5.05721    0.010847
          31    -5.04405    -5.05679   0.0105054
          32    -5.04138    -5.05631   0.0101882
          33    -5.04838    -5.05607  0.00988226
          34    -5.01554    -5.05488  0.00966322
          35    -5.05155    -5.05478  0.00938759
          36    -5.00481    -5.05339  0.00922888
          37    -5.04486    -5.05316  0.00898233
          38     -5.0621     -5.0534  0.00874903
          39    -5.04915    -5.05329  0.00852538
          40    -5.08275    -5.05403  0.00834399
          41     -5.0804    -5.05467  0.00816524
          42    -4.99228    -5.05318  0.00810481
          43    -5.00391    -5.05204  0.00799692
          44    -5.05069    -5.05201  0.00781523
          45    -5.03577    -5.05165  0.00764988
          46    -4.98908    -5.05029  0.00760353
          47    -5.02381    -5.04972  0.00746259
          48     -5.0868     -5.0505  0.00734698
          49    -5.04905    -5.05047  0.00719711
          50    -5.01517    -5.04976  0.00708769
          51    -5.00435    -5.04887  0.00700441
          52    -5.00424    -5.04801   0.0069221
          53    -5.04454    -5.04795   0.0067918
          54    -5.00792     -5.0472  0.00670635
          55     -5.0067    -5.04647  0.00662474
          56    -5.00306    -5.04569  0.00655162
          57    -5.03304    -5.04547  0.00644044
          58    -5.06268    -5.04577  0.00633623
          59    -5.01326    -5.04522  0.00625275
          60    -5.01064    -5.04464  0.00617504
          61    -4.97813    -5.04355  0.00616931
          62    -5.07547    -5.04406  0.00609126
          63    -5.08583    -5.04473  0.00603054
          64    -5.06434    -5.04503   0.0059441
          65    -5.04465    -5.04503  0.00585265
          66    -5.05596    -5.04519  0.00576632
          67    -5.06684    -5.04552   0.0056893
          68    -5.00492    -5.04492  0.00563688
          69    -4.97031    -5.04384  0.00565794
          70    -5.01846    -5.04348  0.00558871
          71    -5.04855    -5.04355  0.00551046
          72    -5.09039     -5.0442  0.00547219
          73    -5.07733    -5.04465  0.00541602
          74     -5.0927     -5.0453  0.00538161
          75    -5.08772    -5.04587   0.0053395
          76    -5.07987    -5.04631  0.00528795
          77    -5.07882    -5.04674   0.0052361
          78    -5.05475    -5.04684  0.00516998
          79    -5.11068    -5.04765  0.00516731
          80    -4.97429    -5.04673  0.00518344
          81    -4.98281    -5.04594  0.00517917
          82    -5.04777    -5.04596  0.00511606
          83    -5.01194    -5.04555  0.00507081
          84    -5.05166    -5.04563  0.00501097
          85    -5.09351    -5.04619  0.00498358
          86    -5.10088    -5.04683  0.00496604
          87    -4.98338     -5.0461  0.00496222
          88     -5.0513    -5.04616  0.00490618
          89    -5.05943     -5.0463  0.00485332
          90    -5.00628    -5.04586  0.00481973
          91    -5.05428    -5.04595  0.00476765
          92      -5.046    -5.04595  0.00471583
          93    -5.04339    -5.04593   0.0046652
          94      -5.066    -5.04614  0.00462046
          95     -5.0566    -5.04625  0.00457313
          96    -4.99204    -5.04568  0.00456023
          97    -5.09861    -5.04623  0.00454574
          98    -5.06449    -5.04642  0.00450317
          99    -4.99097    -5.04586  0.00449237
         100      -4.975    -5.04515  0.00450298
         101     -5.0396    -5.04509  0.00445874
         102    -5.07726    -5.04541  0.00442616
         103    -5.02922    -5.04525  0.00438598
         104    -5.07961    -5.04558  0.00435623
         105     -5.1494    -5.04657  0.00442553
         106    -5.05579    -5.04666  0.00438463
         107    -5.00858     -5.0463  0.00435807
         108    -5.01377      -5.046  0.00432811
         109    -5.03265    -5.04588  0.00429014
         110    -5.02366    -5.04568  0.00425589
         111    -5.04885     -5.0457  0.00421764
         112    -5.06513    -5.04588  0.00418355
         113    -5.11512    -5.04649  0.00419116
         114     -4.9845    -5.04595  0.00418952
         115    -5.00237    -5.04557   0.0041702
         116    -4.99617    -5.04514  0.00415593
