           1     1.83287     1.83287 1.40359e-08
           2     1.54609     1.68948    0.101394
           3     1.56003     1.64633   0.0762263
           4     1.51261      1.6129   0.0640825
           5     1.57876     1.60607   0.0516284
           6     1.62911     1.60991   0.0431662
           7     1.58176     1.60589   0.0371865
           8     1.51304     1.59428   0.0343017
           9     1.51739     1.58574   0.0315364
          10     1.58354     1.58552   0.0283835
          11     1.59702     1.58656   0.0258224
          12     1.53803     1.58252   0.0239852
          13     1.56067     1.58084    0.022199
          14     1.59631     1.58194   0.0206409
          15     1.60052     1.58318    0.019302
          16     1.58424     1.58325   0.0180957
          17     1.57097     1.58253   0.0170456
          18     1.54479     1.58043   0.0162271
          19     1.57103     1.57993   0.0153806
          20     1.55428     1.57865   0.0146649
          21      1.5535     1.57745   0.0140154
          22     1.54478     1.57597   0.0134568
          23     1.59715     1.57689   0.0129032
          24     1.56524     1.57641   0.0123747
          25     1.61278     1.57786   0.0119649
          26     1.52829     1.57595   0.0116557
          27     1.70391     1.58069   0.0121493
          28     1.53564     1.57908   0.0118215
          29     1.58052     1.57913    0.011414
          30     1.51814      1.5771   0.0112131
          31     1.52329     1.57536    0.010985
          32       1.612     1.57651   0.0107012
          33     1.60175     1.57727   0.0104042
          34     1.54119     1.57621   0.0101522
          35     1.60084     1.57692  0.00988645
          36     1.59675     1.57747  0.00962717
          37     1.52823     1.57614  0.00945848
          38     1.60479     1.57689  0.00923959
          39      1.5711     1.57674  0.00900387
          40       1.613     1.57765  0.00882429
          41     1.61202     1.57849  0.00864881
          42     1.59675     1.57892  0.00845381
          43     1.51558     1.57745  0.00838455
          44     1.59053     1.57775  0.00819926
          45      1.6023     1.57829  0.00803519
          46     1.61533      1.5791  0.00790075
          47     1.56632     1.57883  0.00773733
          48     1.53318     1.57787  0.00763435
          49     1.59592     1.57824  0.00748743
          50     1.59269     1.57853  0.00734325
          51     1.62927     1.57953  0.00726635
          52     1.55505     1.57906  0.00714183
          53     1.52113     1.57796  0.00709022
          54     1.58424     1.57808  0.00695987
          55     1.52461     1.57711  0.00690089
          56     1.53232     1.57631  0.00682386
          57     1.54952     1.57584  0.00672031
          58     1.50896     1.57468  0.00670264
          59     1.50506      1.5735  0.00669212
          60     1.55493     1.57319  0.00658775
          61     1.56977     1.57314  0.00647999
          62     1.56511     1.57301  0.00637677
          63      1.5505     1.57265  0.00628555
          64     1.63729     1.57366  0.00626794
          65     1.67657     1.57524  0.00636832
          66     1.60593     1.57571  0.00628878
          67     1.55217     1.57536  0.00620473
          68     1.57941     1.57542  0.00611377
          69     1.60524     1.57585  0.00604042
          70     1.56627     1.57571  0.00595568
          71     1.56241     1.57553  0.00587474
          72     1.49393     1.57439  0.00590145
          73     1.56374     1.57425  0.00582241
          74     1.64139     1.57515    0.005814
          75     1.52926     1.57454  0.00576859
          76     1.59237     1.57478  0.00569746
          77     1.58159     1.57486  0.00562415
          78     1.60615     1.57527  0.00556633
          79      1.5708     1.57521  0.00549616
          80     1.55274     1.57493  0.00543463
          81      1.5604     1.57475   0.0053705
          82     1.53149     1.57422  0.00533085
          83      1.5676     1.57414  0.00526722
          84     1.60178     1.57447  0.00521479
          85       1.564     1.57435  0.00515489
          86     1.57432     1.57435  0.00509495
          87     1.61047     1.57476  0.00505328
          88     1.63216     1.57541  0.00503777
          89     1.56711     1.57532  0.00498203
          90     1.58237      1.5754  0.00492729
