           1    0.983201    0.983201 5.64872e-09
           2     0.84442    0.913811   0.0490665
           3    0.851708     0.89311   0.0368198
           4    0.834285    0.878404   0.0304102
           5    0.854573    0.873638   0.0246989
           6    0.886534    0.875787   0.0206757
           7    0.842849    0.871082   0.0182496
           8    0.850102    0.868459   0.0161557
           9    0.845774    0.865939   0.0145559
          10    0.847413    0.864086   0.0132177
          11    0.883177    0.865822   0.0121295
          12    0.867886    0.865994   0.0111199
          13    0.882225    0.867242   0.0103344
          14    0.880505     0.86819  0.00963957
          15    0.838755    0.866227   0.0091945
          16    0.867967    0.866336  0.00862048
          17      0.8544    0.865634  0.00814194
          18    0.871774    0.865975  0.00769675
          19     0.85687    0.865496  0.00730656
          20    0.848274    0.864635  0.00699179
          21    0.857326    0.864287  0.00666751
          22    0.855962    0.863908  0.00637516
          23    0.851313    0.863361  0.00612146
          24    0.834032    0.862139  0.00598713
          25    0.884035    0.863014  0.00581136
          26    0.866007     0.86313  0.00558898
          27    0.874944    0.863567  0.00539909
          28    0.835102    0.862551  0.00530111
          29     0.87455    0.862964  0.00513444
          30    0.860531    0.862883  0.00496393
          31    0.843351    0.862253  0.00484363
          32     0.84103     0.86159  0.00473745
          33    0.832377    0.860705  0.00467587
          34    0.883596    0.861378  0.00458656
          35    0.882351    0.861977  0.00449449
          36    0.859378    0.861905  0.00437022
          37    0.848724    0.861549   0.0042666
          38    0.871913    0.861821  0.00416303
          39    0.836786     0.86118  0.00410548
          40    0.848074    0.860852   0.0040159
          41    0.849083    0.860565  0.00392819
          42    0.825453    0.859729  0.00392261
          43    0.896671    0.860588  0.00392434
          44    0.858051     0.86053  0.00383558
          45    0.856039    0.860431  0.00375164
          46    0.872698    0.860697  0.00367955
          47    0.881138    0.861132  0.00362687
          48    0.833691     0.86056  0.00359609
          49    0.832328    0.859984  0.00356856
          50     0.88446    0.860474   0.0035306
          51    0.866878    0.860599  0.00346361
          52    0.853432    0.860462  0.00339974
          53    0.859537    0.860444  0.00333564
          54    0.812384    0.859554  0.00339052
          55    0.824642    0.858919  0.00338778
          56    0.889712    0.859469  0.00337161
          57    0.873303    0.859712  0.00332118
          58    0.869014    0.859872  0.00326779
          59    0.880035    0.860214  0.00323023
          60    0.838705    0.859856  0.00319622
          61    0.833872     0.85943  0.00317208
          62    0.883998    0.859826  0.00314557
          63    0.842635    0.859553  0.00310745
          64    0.868004    0.859685   0.0030617
          65    0.842151    0.859415  0.00302646
          66    0.864117    0.859487  0.00298144
          67    0.843637     0.85925  0.00294631
          68     0.84902      0.8591  0.00290682
          69    0.876509    0.859352  0.00287562
          70    0.861019    0.859376  0.00283464
          71    0.888134    0.859781  0.00282351
          72    0.867695    0.859891  0.00278643
          73    0.860011    0.859892  0.00274826
          74    0.864651    0.859957  0.00271188
          75     0.83992    0.859689  0.00268885
          76    0.848422    0.859541  0.00265755
          77    0.864817     0.85961  0.00262392
