           1    -5.30318    -5.30318 3.87738e-08
           2    -5.01147    -5.15733    0.103135
           3    -5.01652    -5.11039   0.0787155
           4    -5.00161     -5.0832    0.063561
           5     -5.0436    -5.07528   0.0513398
           6    -5.13795    -5.08572   0.0438328
           7    -5.09984    -5.08774   0.0376173
           8     -5.0655    -5.08496   0.0330178
           9    -5.00501    -5.07608   0.0305207
          10    -5.05285    -5.07376   0.0275568
          11    -4.98203    -5.06542    0.026283
          12    -5.05465    -5.06452   0.0241081
          13    -5.01967    -5.06107   0.0224991
          14    -5.04798    -5.06013   0.0209115
          15    -4.99519    -5.05581   0.0199606
          16    -5.00183    -5.05243    0.018996
          17    -5.02805      -5.051   0.0179326
          18    -5.09624    -5.05351   0.0171116
          19    -5.00378    -5.05089   0.0164099
          20    -5.07671    -5.05218   0.0156401
          21    -5.08582    -5.05379   0.0149771
          22    -5.12139    -5.05686   0.0146082
          23    -5.04719    -5.05644   0.0139791
          24    -5.00146    -5.05415   0.0135831
          25    -5.02392    -5.05294   0.0130934
          26     -4.9929    -5.05063   0.0127918
          27    -5.03062    -5.04989   0.0123395
          28    -5.03063     -5.0492   0.0119179
          29    -5.08947    -5.05059   0.0115876
          30    -5.06268    -5.05099   0.0112083
          31    -4.96962    -5.04837   0.0111499
          32    -5.08149     -5.0494   0.0108494
          33    -4.98039    -5.04731   0.0107203
          34    -5.02616    -5.04669    0.010423
          35    -5.01418    -5.04576   0.0101665
          36    -5.06055    -5.04617  0.00989244
          37    -4.99454    -5.04478  0.00972299
          38    -4.99299    -5.04341  0.00956216
          39    -5.02575    -5.04296  0.00932769
          40    -5.03237     -5.0427  0.00909826
          41    -5.03148    -5.04242  0.00888046
          42    -5.02797    -5.04208  0.00867568
          43    -5.05462    -5.04237  0.00847883
          44    -5.00731    -5.04157  0.00832348
          45    -5.07442     -5.0423  0.00817044
          46    -5.01144    -5.04163  0.00802034
          47    -4.98587    -5.04045  0.00793695
          48    -5.01906       -5.04  0.00778409
          49    -5.01245    -5.03944   0.0076455
          50    -5.03261     -5.0393  0.00749381
          51    -5.06961     -5.0399  0.00737041
          52    -5.04126    -5.03992  0.00722871
          53    -5.03877     -5.0399  0.00709236
          54    -5.08508    -5.04074  0.00701019
          55     -5.0843    -5.04153  0.00692734
          56    -4.98567    -5.04053  0.00687508
          57    -5.06009    -5.04087  0.00676302
          58    -5.01408    -5.04041  0.00666217
          59    -5.02162    -5.04009  0.00655686
          60    -5.01686    -5.03971  0.00645901
          61    -5.04619    -5.03981    0.006354
          62    -5.07538    -5.04039  0.00627736
          63    -5.07121    -5.04088  0.00619675
