 1 1.10638e+17 1.10638e+17 0
 2 1.79039e+15 5.62144e+16 3.84836e+16
 3 5.35376e+16 5.53221e+16 2.56661e+16
 4 2.4288e+18 6.48691e+17 5.14233e+17
 5 6.009e+14 5.19073e+17 4.2741e+17
 6 2.28664e+22 3.8115e+21 3.47893e+21
 7 2.11735e+19 3.27002e+21 3.02379e+21
 8 8.58465e+17 2.86138e+21 2.67328e+21
 9 9.29378e+16 2.54346e+21 2.39508e+21
 10 1.05658e+18 2.28922e+21 2.16903e+21
 11 1.27433e+18 2.08122e+21 1.98179e+21
 12 2.00085e+21 2.07453e+21 1.81665e+21
 13 4.77704e+18 1.91531e+21 1.68387e+21
 14 2.14157e+18 1.77866e+21 1.56913e+21
 15 4.78201e+19 1.66327e+21 1.46876e+21
 16 4.79321e+19 1.56231e+21 1.38043e+21
 17 6.60258e+15 1.47041e+21 1.30228e+21
 18 1.10096e+16 1.38872e+21 1.23249e+21
 19 3.32244e+17 1.31565e+21 1.16979e+21
 20 2.18999e+20 1.26082e+21 1.11258e+21
 21 3.33544e+16 1.20078e+21 1.06122e+21
 22 2.47719e+15 1.1462e+21 1.01439e+21
 23 8.85294e+14 1.09636e+21 9.71506e+20
 24 5.74414e+21 1.29002e+21 9.50132e+20
 25 1.36266e+20 1.24387e+21 9.13247e+20
 26 3.12284e+22 2.39712e+21 1.43176e+21
 27 1.34771e+20 2.31333e+21 1.38118e+21
 28 2.33303e+18 2.2308e+21 1.33432e+21
 29 4.56507e+15 2.15387e+21 1.29052e+21
 30 8.55125e+15 2.08208e+21 1.2495e+21
 31 1.74625e+16 2.01491e+21 1.211e+21
 32 1.18298e+20 1.95564e+21 1.1746e+21
 33 4.91308e+17 1.8964e+21 1.1405e+21
 34 9.35793e+16 1.84062e+21 1.10832e+21
 35 2.92283e+21 1.87154e+21 1.07708e+21
 36 6.27139e+20 1.83698e+21 1.04772e+21
 37 2.31234e+18 1.78739e+21 1.02058e+21
 38 1.24747e+14 1.74035e+21 9.94802e+20
 39 1.01638e+21 1.72179e+21 9.69468e+20
 40 1.52609e+19 1.67913e+21 9.46169e+20
 41 5.50762e+19 1.63952e+21 9.23921e+20
 42 2.16021e+18 1.60053e+21 9.02745e+20
 43 1.21264e+20 1.56613e+21 8.82406e+20
 44 8.1691e+15 1.53054e+21 8.63069e+20
 45 7.89434e+16 1.49653e+21 8.44559e+20
 46 4.38701e+17 1.464e+21 8.26825e+20
 47 1.14917e+18 1.43288e+21 8.09819e+20
 48 6.79366e+29 1.41535e+28 1.40052e+28
 49 3.88045e+16 1.38646e+28 1.37224e+28
 50 2.14134e+16 1.35873e+28 1.34508e+28
 51 4.14729e+18 1.33209e+28 1.31897e+28
 52 7.71511e+18 1.30647e+28 1.29385e+28
 53 1.50644e+18 1.28182e+28 1.26967e+28
 54 8.69461e+16 1.25808e+28 1.24638e+28
 55 6.77318e+21 1.23521e+28 1.22393e+28
 56 1.11785e+20 1.21315e+28 1.20227e+28
 57 2.03303e+15 1.19187e+28 1.18137e+28
 58 6.31401e+18 1.17132e+28 1.16118e+28
 59 1.87714e+15 1.15147e+28 1.14167e+28
 60 1.40489e+15 1.13228e+28 1.1228e+28
 61 1.89899e+15 1.11371e+28 1.10455e+28
 62 9.80797e+22 1.09575e+28 1.08688e+28
 63 6.84996e+14 1.07836e+28 1.06977e+28
 64 1.89767e+17 1.06151e+28 1.05318e+28
 65 8.88854e+17 1.04518e+28 1.03711e+28
 66 2.49803e+16 1.02934e+28 1.02151e+28
 67 5.19189e+16 1.01398e+28 1.00638e+28
 68 8.02011e+18 9.99067e+27 9.91694e+27
 69 3.97777e+16 9.84588e+27 9.77427e+27
 70 1.57574e+22 9.70523e+27 9.63565e+27
 71 1.02981e+19 9.56853e+27 9.50091e+27
 72 2.16888e+15 9.43564e+27 9.36988e+27
 73 5.69991e+18 9.30638e+27 9.24242e+27
 74 3.20443e+19 9.18062e+27 9.11837e+27
 75 1.68369e+18 9.05821e+27 8.99762e+27
 76 5.37639e+19 8.93902e+27 8.88002e+27
 77 1.72332e+18 8.82293e+27 8.76545e+27
 78 7.63136e+14 8.70982e+27 8.6538e+27
 79 3.63281e+18 8.59957e+27 8.54496e+27
 80 5.77474e+14 8.49207e+27 8.43883e+27
 81 6.83647e+18 8.38723e+27 8.3353e+27
 82 1.89787e+17 8.28495e+27 8.23427e+27
 83 3.9806e+14 8.18513e+27 8.13567e+27
 84 4.25786e+18 8.08769e+27 8.0394e+27
 85 1.5266e+18 7.99254e+27 7.94538e+27
 86 9.20655e+15 7.8996e+27 7.85354e+27
 87 1.59199e+17 7.8088e+27 7.76379e+27
 88 7.83826e+15 7.72007e+27 7.67608e+27
 89 3.30032e+19 7.63332e+27 7.59032e+27
 90 6.82037e+15 7.54851e+27 7.50645e+27
 91 1.84672e+15 7.46556e+27 7.42442e+27
 92 1.3527e+16 7.38441e+27 7.34417e+27
 93 2.85087e+16 7.30501e+27 7.26563e+27
 94 5.59608e+20 7.2273e+27 7.18875e+27
 95 3.13221e+15 7.15122e+27 7.11348e+27
 96 2.74487e+16 7.07673e+27 7.03977e+27
 97 5.90587e+17 7.00377e+27 6.96757e+27
 98 1.78725e+16 6.9323e+27 6.89684e+27
 99 5.60049e+17 6.86228e+27 6.82753e+27
 100 3.3427e+16 6.79366e+27 6.7596e+27
