           1    0.971391    0.971391 5.44535e-09
           2    0.983338    0.977365  0.00422409
           3     1.03172    0.995485   0.0150606
           4     1.10364     1.02252   0.0259979
           5     1.14523     1.04706   0.0302386
           6     1.14985     1.06419   0.0296571
           7     1.17632     1.08021   0.0294297
           8     1.17819     1.09246   0.0281842
           9      1.1647     1.10049   0.0261706
          10     1.15237     1.10567   0.0240623
          11     1.16533      1.1111   0.0224776
          12     1.17652     1.11655   0.0212554
          13     1.16797      1.1205   0.0199851
          14     1.17779      1.1246   0.0189719
          15     1.17384     1.12788   0.0179889
          16     1.18486     1.13144   0.0172135
          17     1.17709     1.13413   0.0164091
          18     1.16493     1.13584   0.0155864
          19     1.16418     1.13733   0.0148372
          20     1.19133     1.14003    0.014339
          21     1.21106     1.14341   0.0140495
          22     1.19634     1.14582   0.0136153
          23      1.1919     1.14782   0.0131699
          24      1.2121      1.1505   0.0128906
          25      1.2241     1.15344   0.0127067
          26     1.22202     1.15608   0.0124887
          27     1.23282     1.15892   0.0123453
          28     1.22032     1.16112   0.0120976
          29     1.20966     1.16279   0.0117957
          30     1.20008     1.16403   0.0114678
          31     1.19614     1.16507   0.0111445
          32     1.17567      1.1654   0.0108012
          33     1.17571     1.16571   0.0104784
          34     1.18031     1.16614    0.010179
          35      1.1929     1.16691  0.00991683
          36      1.2051     1.16797  0.00969795
          37     1.18704     1.16848  0.00944954
          38     1.20803     1.16952    0.009258
          39      1.2332     1.17116  0.00916348
          40      1.2162     1.17228  0.00900333
          41     1.19082     1.17273  0.00879508
          42     1.18498     1.17303   0.0085905
          43     1.17396     1.17305  0.00839075
          44     1.15712     1.17269  0.00820786
          45     1.15716     1.17234  0.00803271
          46     1.15828     1.17203  0.00786389
          47     1.15349     1.17164  0.00770647
          48     1.16832     1.17157  0.00754623
          49     1.19506     1.17205  0.00740744
          50     1.20959      1.1728  0.00729723
          51     1.19478     1.17323  0.00716686
          52     1.18196      1.1734    0.007031
          53     1.18039     1.17353  0.00689958
          54      1.1898     1.17383  0.00677838
          55     1.19332     1.17419   0.0066644
          56     1.18679     1.17441  0.00654919
          57     1.17982     1.17451  0.00643498
          58     1.17424      1.1745  0.00632403
          59     1.18357     1.17466  0.00621871
          60     1.21715     1.17536  0.00615526
          61     1.23825      1.1764  0.00614007
          62     1.24862     1.17756  0.00615055
          63     1.23246     1.17843  0.00611434
          64     1.19432     1.17868  0.00602384
          65     1.19073     1.17887  0.00593401
          66     1.18722     1.17899  0.00584545
          67     1.19557     1.17924  0.00576344
          68     1.21891     1.17982  0.00570814
          69     1.22023     1.18041  0.00565538
          70     1.21669     1.18093  0.00559829
          71     1.19867     1.18118  0.00552502
          72     1.18785     1.18127  0.00544906
          73     1.17861     1.18123  0.00537454
          74     1.17939     1.18121  0.00530196
          75     1.17325      1.1811  0.00523233
          76     1.19699     1.18131  0.00516766
          77     1.20701     1.18164  0.00511132
          78      1.1801     1.18163  0.00504583
          79     1.16463     1.18141  0.00498654
          80     1.16579     1.18121  0.00492803
          81     1.17881     1.18118  0.00486728
          82     1.16678     1.18101  0.00481109
          83     1.15979     1.18075  0.00475991
          84      1.2013       1.181  0.00470953
          85     1.23818     1.18167  0.00470192
          86     1.22062     1.18212    0.004669
          87     1.21081     1.18245  0.00462697
          88     1.21384     1.18281  0.00458812
          89     1.24232     1.18348  0.00458503
          90     1.24445     1.18416  0.00458386
          91     1.24268      1.1848  0.00457838
          92     1.23418     1.18534  0.00455996
          93     1.22646     1.18578  0.00453232
          94      1.2242     1.18619   0.0045025
          95      1.2252      1.1866   0.0044738
          96      1.2231     1.18698  0.00444332
          97     1.21244     1.18724  0.00440526
          98      1.2197     1.18757  0.00437274
