           1     1.01145     1.01145 9.35427e-09
           2     1.02412     1.01779  0.00447987
           3     1.07458     1.03672   0.0157437
           4     1.14664      1.0642   0.0265658
           5     1.18775     1.08891   0.0306616
           6     1.19188     1.10607   0.0299714
           7      1.2138     1.12146   0.0293763
           8     1.21683     1.13338   0.0280191
           9     1.19891     1.14066   0.0258347
          10     1.19188     1.14578   0.0237535
          11     1.19632     1.15038   0.0220339
          12     1.21044     1.15538   0.0207584
          13      1.2112     1.15968   0.0196006
          14     1.20511     1.16292   0.0184673
          15     1.20056     1.16543   0.0174058
          16     1.21801     1.16872   0.0166252
          17     1.21069     1.17119   0.0158295
          18     1.21418     1.17358   0.0151292
          19     1.22634     1.17635   0.0145856
          20     1.23473     1.17927   0.0141453
          21     1.22859     1.18162   0.0136653
          22     1.23411     1.18401   0.0132508
          23     1.23227      1.1861   0.0128397
          24     1.21517     1.18732   0.0123618
          25     1.22057     1.18865   0.0119386
          26     1.23619     1.19047   0.0116187
          27     1.24403     1.19246   0.0113564
          28     1.24083     1.19419   0.0110814
          29     1.27997     1.19714   0.0110871
          30     1.28745     1.20015   0.0111187
          31     1.27949     1.20271   0.0110506
          32      1.2711     1.20485     0.01091
          33     1.26747     1.20675   0.0107432
          34      1.2718     1.20866   0.0105962
          35     1.28697      1.2109    0.010527
          36     1.25667     1.21217   0.0103111
          37     1.23228     1.21271   0.0100467
          38     1.22717     1.21309   0.0097895
          39     1.21552     1.21316  0.00953869
          40     1.22136     1.21336  0.00930242
          41     1.22727      1.2137  0.00908172
          42     1.23511     1.21421  0.00887978
          43     1.25168     1.21508  0.00871594
          44     1.24125     1.21568  0.00853812
          45     1.24174     1.21626    0.008368
          46     1.24907     1.21697  0.00821644
          47      1.2398     1.21745  0.00805596
          48     1.23937     1.21791  0.00790106
          49     1.23345     1.21823  0.00774618
          50     1.22929     1.21845  0.00759441
          51     1.25486     1.21916  0.00747898
          52     1.27131     1.22017  0.00740208
          53     1.25659     1.22085  0.00729425
          54     1.23072     1.22104  0.00716146
          55     1.22779     1.22116   0.0070323
          56     1.23301     1.22137  0.00690991
          57     1.22999     1.22152  0.00679034
          58     1.24437     1.22192  0.00668468
          59     1.26135     1.22258  0.00660471
          60     1.27249     1.22342  0.00654679
          61     1.25834     1.22399  0.00646444
          62     1.25139     1.22443  0.00637527
          63     1.25752     1.22496  0.00629568
          64     1.25751     1.22546  0.00621783
          65     1.26396     1.22606  0.00615031
          66     1.24053     1.22628  0.00606104
          67     1.24152      1.2265  0.00597484
          68     1.27518     1.22722   0.0059297
          69      1.2837     1.22804      0.0059
          70     1.30031     1.22907  0.00590537
          71     1.28861     1.22991  0.00588144
          72     1.28181     1.23063  0.00584376
          73     1.29665     1.23153  0.00583326
          74     1.29322     1.23237  0.00581369
          75     1.29055     1.23314  0.00578771
          76     1.28642     1.23384  0.00575386
          77     1.28158     1.23446  0.00571243
          78     1.29731     1.23527  0.00569574
          79     1.29005     1.23596  0.00566569
          80     1.26311      1.2363  0.00560503
          81     1.22761      1.2362  0.00553686
          82      1.2287      1.2361  0.00547009
          83     1.24758     1.23624  0.00540593
          84     1.26762     1.23662  0.00535447
          85     1.26279     1.23692  0.00530032
          86     1.24513     1.23702  0.00523954
          87     1.23675     1.23702  0.00517932
          88     1.25963     1.23727  0.00512683
          89     1.27365     1.23768  0.00508549
          90     1.28154     1.23817  0.00505228
          91     1.26366     1.23845  0.00500452
          92     1.26977     1.23879  0.00496169
          93     1.28313     1.23927  0.00493119
          94     1.27993      1.2397  0.00489767
          95     1.27569     1.24008  0.00486075
          96      1.2589     1.24027  0.00481406
          97     1.24427     1.24032  0.00476461
          98     1.25215     1.24044  0.00471752
          99     1.24629     1.24049  0.00467024
         100      1.2411      1.2405  0.00462354
         101     1.24403     1.24054   0.0045779
         102     1.23392     1.24047  0.00453347
         103     1.22445     1.24032  0.00449213
         104     1.21581     1.24008  0.00445511
         105     1.24393     1.24012  0.00441283
         106     1.26089     1.24031  0.00437555
         107      1.2372     1.24028  0.00433475
         108     1.23028     1.24019  0.00429561
         109     1.22557     1.24006  0.00425829
         110     1.20387     1.23973  0.00423227
         111     1.18861     1.23927  0.00421912
         112      1.1908     1.23883  0.00420358
         113     1.21053     1.23858  0.00417384
         114     1.21863     1.23841   0.0041409
         115      1.2399     1.23842  0.00410491
         116     1.26523     1.23865  0.00407602
         117     1.25526     1.23879  0.00404366
         118     1.23563     1.23877  0.00400948
         119     1.23533     1.23874  0.00397589
         120     1.23048     1.23867  0.00394335
         121     1.21247     1.23845  0.00391671
         122     1.22836     1.23837  0.00388548
         123     1.24466     1.23842  0.00385422
         124       1.242     1.23845  0.00382325
         125     1.23283     1.23841  0.00379293
         126     1.24457     1.23845  0.00376314
         127     1.26345     1.23865  0.00373865
         128     1.25654     1.23879  0.00371205
         129     1.24734     1.23886  0.00368387
         130     1.24933     1.23894  0.00365641
         131     1.25364     1.23905  0.00363023
         132     1.23816     1.23904  0.00360273
         133      1.2293     1.23897  0.00357639
         134     1.24537     1.23902  0.00355002
         135      1.2425     1.23904  0.00352381
         136     1.24747     1.23911  0.00349845
         137     1.24395     1.23914  0.00347309
         138     1.21759     1.23899  0.00345143
         139      1.2165     1.23882  0.00343039
         140     1.22453     1.23872  0.00340741
         141      1.2275     1.23864  0.00338417
         142     1.23923     1.23865  0.00336034
         143     1.24282     1.23868  0.00333697
         144     1.24623     1.23873  0.00331421
         145     1.25538     1.23884  0.00329334
         146      1.2339     1.23881  0.00327096
         147     1.19465     1.23851  0.00326247
         148     1.17255     1.23806  0.00327073
         149      1.1751     1.23764  0.00327596
         150     1.16868     1.23718  0.00328622
         151     1.16938     1.23673  0.00329499
         152     1.20481     1.23652     0.00328
         153     1.22869     1.23647  0.00325896
         154     1.22796     1.23641  0.00323826
         155     1.22803     1.23636  0.00321782
         156      1.2057     1.23616  0.00320319
         157     1.18842     1.23586  0.00319719
         158     1.19104     1.23558  0.00318952
         159     1.20164     1.23536  0.00317659
         160     1.22066     1.23527  0.00315807
         161     1.23857     1.23529  0.00313852
         162     1.27415     1.23553   0.0031283
         163     1.25974     1.23568  0.00311263
         164     1.22513     1.23562  0.00309432
         165     1.19873     1.23539  0.00308363
         166     1.20257     1.23519  0.00307139
         167     1.23755     1.23521  0.00305303
         168      1.2341      1.2352  0.00303486
         169     1.23837     1.23522  0.00301696
         170     1.23133      1.2352   0.0029993
         171     1.24159     1.23524  0.00298199
         172     1.24167     1.23527  0.00296489
         173     1.22954     1.23524  0.00294794
         174     1.23308     1.23523  0.00293102
         175     1.24754      1.2353  0.00291512
         176     1.24136     1.23533  0.00289876
         177     1.21426     1.23521  0.00288482
         178     1.20472     1.23504   0.0028737
         179     1.21775     1.23494  0.00285927
         180     1.23848     1.23496  0.00284345
         181     1.22736     1.23492  0.00282805
         182     1.21111     1.23479  0.00281554
         183     1.21176     1.23467  0.00280296
         184     1.21201     1.23454  0.00279043
         185     1.22338     1.23448    0.002776
         186     1.23081     1.23446  0.00276115
         187      1.2095     1.23433  0.00274961
         188     1.20374     1.23417  0.00273979
         189     1.19386     1.23395  0.00273358
         190     1.19509     1.23375  0.00272683
         191     1.19783     1.23356  0.00271903
         192     1.17932     1.23328  0.00271951
         193     1.19928      1.2331  0.00271112
         194     1.22608     1.23307  0.00269739
         195     1.24375     1.23312  0.00268411
         196      1.2335     1.23312  0.00267042
         197     1.22999     1.23311  0.00265691
         198     1.24998     1.23319  0.00264486
         199     1.25117     1.23328  0.00263311
         200     1.24291     1.23333  0.00262038
         201     1.22786      1.2333  0.00260749
         202     1.22483     1.23326  0.00259492
         203     1.23382     1.23326  0.00258213
         204     1.22013      1.2332  0.00257028
         205     1.20329     1.23305  0.00256188
         206     1.24639     1.23312  0.00255026
         207     1.26221     1.23326  0.00254181
         208     1.25213     1.23335  0.00253121
         209     1.25549     1.23346  0.00252131
         210     1.26568     1.23361  0.00251397
         211     1.26571     1.23376  0.00250666
         212     1.26288      1.2339  0.00249859
         213     1.24241     1.23394  0.00248718
         214     1.23183     1.23393  0.00247558
         215     1.23176     1.23392  0.00246409
         216     1.21483     1.23383  0.00245426
         217     1.21618     1.23375   0.0024443
         218     1.21315     1.23365  0.00243491
         219     1.19926      1.2335  0.00242885
         220     1.22999     1.23348  0.00241786
         221     1.23007     1.23347  0.00240697
         222     1.23633     1.23348  0.00239617
         223     1.26511     1.23362  0.00238962
