           1  -0.0341469  -0.0341469 3.24647e-10
           2  -0.0526399  -0.0433934   0.0065383
           3   -0.125524  -0.0707701    0.022774
           4   -0.233377   -0.111422     0.03913
           5   -0.295796   -0.148297   0.0454725
           6   -0.302652   -0.174023   0.0445809
           7   -0.342322   -0.198065   0.0442227
           8   -0.345122   -0.216447   0.0423433
           9   -0.324829    -0.22849   0.0393136
          10    -0.30642   -0.236283   0.0361464
          11   -0.325858   -0.244426   0.0337652
          12   -0.342634    -0.25261   0.0319278
          13   -0.329754   -0.258544   0.0300183
          14   -0.344589    -0.26469   0.0284963
          15   -0.338588   -0.269617   0.0270191
          16   -0.355351   -0.274975   0.0258563
          17    -0.34351   -0.279007   0.0246476
          18   -0.325248   -0.281576   0.0234118
          19   -0.324225    -0.28382   0.0222869
          20      -0.365   -0.287879    0.021539
          21   -0.394407   -0.292952   0.0211023
          22   -0.372381   -0.296562   0.0204496
          23   -0.365764   -0.299571   0.0197806
          24   -0.396083   -0.303592   0.0193608
          25   -0.413953   -0.308007    0.019083
          26   -0.410968   -0.311967   0.0187554
          27    -0.42697   -0.316226   0.0185381
          28   -0.408218   -0.319512   0.0181649
          29    -0.39217   -0.322017   0.0177104
          30   -0.377861   -0.323879   0.0172176
          31    -0.37194   -0.325429   0.0167319
          32   -0.341228   -0.325923   0.0162163
          33   -0.341313   -0.326389   0.0157316
          34   -0.348228   -0.327031    0.015282
          35   -0.367071   -0.328175   0.0148881
          36   -0.385487   -0.329767   0.0145594
          37   -0.358369    -0.33054   0.0141865
          38   -0.389782   -0.332099   0.0138985
          39   -0.427633   -0.334549   0.0137563
          40   -0.402061   -0.336237   0.0135156
          41   -0.364017   -0.336914   0.0132029
          42   -0.355346   -0.337353   0.0128958
          43    -0.33876   -0.337386    0.012596
          44   -0.313437   -0.336842   0.0123214
          45   -0.313668   -0.336327   0.0120584
          46   -0.315361   -0.335871   0.0118049
          47    -0.30816   -0.335281   0.0115684
          48   -0.330542   -0.335183   0.0113278
          49   -0.370448   -0.335902   0.0111195
          50   -0.392339   -0.337031   0.0109542
          51   -0.369975   -0.337677   0.0107585
          52    -0.35073   -0.337928   0.0105545
          53   -0.348496   -0.338127   0.0103572
          54   -0.362632   -0.338581   0.0101754
          55    -0.36782   -0.339113   0.0100043
          56   -0.358139   -0.339453  0.00983137
          57   -0.347568   -0.339595  0.00965992
          58    -0.33936   -0.339591  0.00949337
          59   -0.353351   -0.339824  0.00933533
          60   -0.403647   -0.340888  0.00924015
          61   -0.435208   -0.342434  0.00921713
          62   -0.450681    -0.34418  0.00923235
          63    -0.42638   -0.345485  0.00917754
          64   -0.369169   -0.345855   0.0090416
          65   -0.363898   -0.346132  0.00890675
          66   -0.358585   -0.346321   0.0087738
          67   -0.371181   -0.346692  0.00865069
          68   -0.406186   -0.347567   0.0085676
          69    -0.40804   -0.348443  0.00848814
          70   -0.402773    -0.34922  0.00840229
          71   -0.375785   -0.349594  0.00829228
          72   -0.359501   -0.349731  0.00817825
          73   -0.345774   -0.349677   0.0080664
          74   -0.346879   -0.349639  0.00795748
          75   -0.337728    -0.34948  0.00785297
          76    -0.37345   -0.349796  0.00775597
          77   -0.388333   -0.350296  0.00767137
          78   -0.347863   -0.350265  0.00757308
          79   -0.324991   -0.349945  0.00748398
          80   -0.326575   -0.349653  0.00739613
          81   -0.346138    -0.34961  0.00730494
          82   -0.327915   -0.349345  0.00722065
          83   -0.317659   -0.348963  0.00714374
