           1     1.45709     1.45709 1.23962e-08
           2     1.47501     1.46605  0.00633613
           3     1.54759     1.49323   0.0225909
           4     1.65546     1.53378   0.0389968
           5     1.71784      1.5706   0.0453578
           6     1.72478     1.59629   0.0444856
           7     1.76448     1.62032   0.0441445
           8     1.76728     1.63869   0.0422763
           9     1.74705     1.65073   0.0392559
          10     1.72855     1.65851   0.0360934
          11     1.74799     1.66665   0.0337164
          12     1.76478     1.67482   0.0318831
          13     1.75196     1.68076   0.0299777
          14     1.76669      1.6869   0.0284579
          15     1.76076     1.69182   0.0269834
          16     1.77729     1.69716   0.0258203
          17     1.76563     1.70119   0.0246136
          18     1.74739     1.70376   0.0233796
          19     1.74626     1.70599   0.0222559
          20     1.78699     1.71004   0.0215084
          21      1.8166     1.71512   0.0210742
          22     1.79451     1.71873    0.020423
          23     1.78785     1.72173   0.0197549
          24     1.81815     1.72575   0.0193359
          25     1.83615     1.73016     0.01906
          26     1.83303     1.73412   0.0187331
          27     1.84922     1.73838    0.018518
          28     1.83048     1.74167   0.0181464
          29     1.81449     1.74418   0.0176935
          30     1.80012     1.74605   0.0172017
          31      1.7942      1.7476   0.0167168
          32      1.7635      1.7481   0.0162018
          33     1.76357     1.74857   0.0157176
          34     1.77047     1.74921   0.0152685
          35     1.78935     1.75036   0.0148752
          36     1.80765     1.75195   0.0145469
          37     1.78056     1.75272   0.0141743
          38     1.81205     1.75428    0.013887
          39      1.8498     1.75673   0.0137452
          40     1.82431     1.75842    0.013505
          41     1.78623      1.7591   0.0131926
          42     1.77747     1.75954   0.0128858
          43     1.76094     1.75957   0.0125861
          44     1.73568     1.75903   0.0123118
          45     1.73575     1.75851   0.0120491
          46     1.73742     1.75805   0.0117958
          47     1.73023     1.75746   0.0115597
          48     1.75248     1.75736   0.0113193
          49     1.79259     1.75808   0.0111112
          50     1.81438      1.7592   0.0109459
          51     1.79217     1.75985   0.0107503
          52     1.77294      1.7601   0.0105465
          53     1.77059      1.7603   0.0103494
          54      1.7847     1.76075   0.0101676
          55     1.78998     1.76128  0.00999659
          56     1.78019     1.76162  0.00982378
          57     1.76973     1.76176  0.00965247
          58     1.76136     1.76175  0.00948605
          59     1.77535     1.76198  0.00932807
          60     1.82572     1.76305  0.00923289
          61     1.85737     1.76459  0.00921011
          62     1.87293     1.76634  0.00922582
          63     1.84869     1.76765  0.00917151
          64     1.79147     1.76802  0.00903575
          65      1.7861      1.7683  0.00890102
          66     1.78083     1.76849  0.00876818
          67     1.79335     1.76886  0.00864517
          68     1.82836     1.76973   0.0085622
          69     1.83035     1.77061  0.00848306
          70     1.82504     1.77139  0.00839743
          71     1.79801     1.77176  0.00828753
          72     1.78177      1.7719  0.00817359
          73     1.76792     1.77185   0.0080618
          74     1.76909     1.77181  0.00795295
          75     1.75988     1.77165   0.0078485
          76     1.79549     1.77197  0.00775149
          77     1.81052     1.77247  0.00766698
          78     1.77015     1.77244  0.00756874
          79     1.74694     1.77211  0.00747981
          80     1.74868     1.77182  0.00739205
          81     1.76822     1.77178  0.00730092
          82     1.75017     1.77151  0.00721664
          83     1.73969     1.77113  0.00713987
          84     1.80195      1.7715  0.00706429
          85     1.85726     1.77251  0.00705287
          86     1.83093     1.77319  0.00700351
          87     1.81622     1.77368  0.00694045
          88     1.82077     1.77422  0.00688218
          89     1.86348     1.77522  0.00687755
          90     1.86667     1.77623  0.00687579
          91     1.86402      1.7772  0.00686756
          92     1.85127       1.778  0.00683995
          93     1.83969     1.77867  0.00679849
          94     1.83629     1.77928  0.00675375
          95     1.83781      1.7799  0.00671069
          96     1.83465     1.78047  0.00666498
          97     1.81866     1.78086  0.00660789
          98     1.82954     1.78136   0.0065591
          99     1.88753     1.78243  0.00657995
         100     1.86465     1.78325  0.00656532
         101     1.79117     1.78333  0.00650078
         102     1.78732     1.78337  0.00643717
         103     1.79375     1.78347  0.00637546
         104     1.80349     1.78366  0.00631706
         105     1.78914     1.78372  0.00625711
         106     1.78835     1.78376  0.00619824
         107     1.83113      1.7842   0.0061561
         108     1.88047     1.78509   0.0061633
         109     1.87926     1.78596    0.006167
         110     1.83626     1.78641  0.00612786
         111     1.81149     1.78664  0.00607682
         112     1.77945     1.78658   0.0060229
         113     1.79815     1.78668  0.00597047
         114     1.81267     1.78691  0.00592245
         115     1.77575     1.78681  0.00587175
         116     1.76206      1.7866    0.005825
         117     1.78437     1.78658  0.00577525
         118     1.79511     1.78665  0.00572676
         119     1.84924     1.78718  0.00570274
         120     1.87143     1.78788  0.00569827
         121     1.85904     1.78847  0.00568144
         122     1.85638     1.78902  0.00566208
         123     1.85308     1.78954  0.00563995
         124     1.85073     1.79004  0.00561601
         125     1.88185     1.79077  0.00561891
         126     1.85066     1.79125  0.00559438
         127     1.82363      1.7915  0.00555614
         128     1.80846     1.79163  0.00551431
         129      1.8542     1.79212  0.00549285
         130     1.90495     1.79299  0.00551874
         131     1.92277     1.79398  0.00556483
         132     1.91564      1.7949  0.00559848
         133     1.91222     1.79578  0.00562544
         134     1.88122     1.79642  0.00561948
         135     1.85792     1.79687  0.00559629
         136      1.8556     1.79731  0.00557177
