           1     1.44206     1.44206 2.05846e-09
           2     1.45972     1.45089  0.00624203
           3     1.53146     1.47775   0.0223203
           4     1.63954      1.5182    0.038824
           5     1.70154     1.55486     0.04517
           6     1.70903     1.58056   0.0443514
           7      1.7497     1.60472   0.0441092
           8     1.75328     1.62329   0.0423243
           9     1.73529     1.63574   0.0394085
          10     1.71452     1.64361   0.0362466
          11     1.73484     1.65191   0.0338869
          12     1.75717     1.66068   0.0321784
          13     1.74911     1.66748   0.0304136
          14      1.7641     1.67438   0.0290136
          15     1.75479     1.67974   0.0275702
          16     1.73955     1.68348   0.0260992
          17     1.73158     1.68631   0.0247168
          18     1.74251     1.68943     0.02354
          19     1.74531     1.69237    0.022484
          20     1.78957     1.69723   0.0218788
          21     1.78537     1.70143   0.0212357
          22      1.7524     1.70375   0.0203964
          23     1.74777     1.70566   0.0195992
          24     1.76793     1.70826   0.0189535
          25     1.77513     1.71093   0.0183832
          26     1.74454     1.71222   0.0177215
          27     1.74065     1.71328   0.0170964
          28     1.78179     1.71572     0.01666
          29     1.78219     1.71802   0.0162424
          30     1.80605     1.72095   0.0159639
          31     1.85048     1.72513   0.0159864
          32     1.84304     1.72881   0.0159058
          33     1.80544     1.73113   0.0155924
          34     1.79481     1.73301   0.0152459
          35     1.81941     1.73548   0.0150088
          36     1.87045     1.73923   0.0150529
          37     1.84628     1.74212   0.0149216
          38     1.81254     1.74397   0.0146435
          39     1.78632     1.74506   0.0143082
          40     1.81141     1.74672   0.0140464
          41     1.85213     1.74929   0.0139371
          42     1.83614     1.75136   0.0137578
          43     1.84317     1.75349   0.0136025
          44      1.8193     1.75499   0.0133753
          45     1.77647     1.75546   0.0130866
          46     1.76923     1.75576   0.0128056
          47     1.74576     1.75555   0.0125349
          48     1.73891      1.7552   0.0122785
          49     1.75245     1.75515   0.0120281
          50      1.7547     1.75514   0.0117875
          51      1.7524     1.75508   0.0115565
          52     1.76136     1.75521   0.0113349
          53     1.79177      1.7559    0.011142
          54     1.81033      1.7569   0.0109812
          55     1.80635      1.7578   0.0108183
          56     1.84724      1.7594   0.0107423
          57      1.8209     1.76048   0.0106079
          58     1.76342     1.76053   0.0104251
          59     1.76714     1.76064    0.010249
          60      1.7977     1.76126   0.0100968
          61      1.8442     1.76262   0.0100224
          62     1.88394     1.76458     0.01005
          63     1.88571      1.7665   0.0100727
          64     1.87756     1.76823   0.0100637
          65      1.8356     1.76927  0.00996212
          66     1.81146     1.76991  0.00983166
          67     1.80474     1.77043  0.00969866
          68     1.79885     1.77085  0.00956504
          69      1.8164     1.77151  0.00944917
          70     1.79168      1.7718  0.00931858
          71     1.77698     1.77187  0.00918762
          72     1.78367     1.77203  0.00906148
          73     1.79219     1.77231  0.00894155
          74     1.77684     1.77237  0.00882093
          75     1.80996     1.77287  0.00871755
          76     1.82695     1.77358  0.00863183
          77      1.8206     1.77419  0.00854129
          78     1.81357      1.7747   0.0084467
          79     1.78593     1.77484  0.00834098
          80     1.74361     1.77445  0.00824584
          81     1.74439     1.77408  0.00815239
          82      1.7749     1.77409  0.00805297
          83     1.76831     1.77402  0.00795625
          84     1.77742     1.77406  0.00786164
          85     1.79664     1.77433  0.00777364
          86     1.81275     1.77477  0.00769607
          87     1.78253     1.77486  0.00760813
          88     1.81517     1.77532  0.00753545
          89     1.85934     1.77626  0.00750968
          90     1.85906     1.77718  0.00748237
          91     1.83045     1.77777  0.00742301
          92     1.80224     1.77803  0.00734709
          93     1.78837     1.77815  0.00726893
          94      1.7935     1.77831  0.00719343
          95     1.81052     1.77865   0.0071257
          96     1.81876     1.77907  0.00706371
          97     1.79741     1.77926  0.00699342
