           1  -0.0340205  -0.0340205 1.52819e-10
           2  -0.0511964  -0.0426084  0.00607261
           3   -0.119727  -0.0683145   0.0213758
           4   -0.229053   -0.108499   0.0383162
           5   -0.288613   -0.144522   0.0444715
           6   -0.299272   -0.170314   0.0439062
           7   -0.341633   -0.194788   0.0439287
           8   -0.352167    -0.21446   0.0426154
           9   -0.345289   -0.228997   0.0402835
          10   -0.314888   -0.237586   0.0371595
          11   -0.330244   -0.246009    0.034723
          12   -0.372097   -0.256517   0.0333813
          13   -0.353659   -0.263989   0.0316388
          14    -0.34496   -0.269773   0.0299029
          15    -0.36098   -0.275853   0.0285209
          16   -0.396974   -0.283423   0.0277247
          17    -0.39699   -0.290104   0.0268867
          18   -0.366959   -0.294373   0.0257297
          19    -0.34299   -0.296932   0.0245025
          20   -0.364732   -0.300322   0.0235107
          21   -0.370575   -0.303668   0.0226279
          22    -0.37347    -0.30684   0.0218206
          23   -0.367674   -0.309485   0.0210316
          24    -0.35534   -0.311396   0.0202419
          25   -0.341385   -0.312596   0.0194677
          26   -0.332917   -0.313377   0.0187346
          27   -0.344324   -0.314523   0.0180758
          28   -0.384716    -0.31703   0.0176032
          29   -0.412907   -0.320336   0.0173039
          30   -0.387073   -0.322561   0.0168695
          31    -0.34357   -0.323239   0.0163389
          32   -0.317293   -0.323053   0.0158294
          33   -0.328252    -0.32321   0.0153505
          34   -0.374099   -0.324707   0.0149718
          35   -0.390692   -0.326592   0.0146622
          36   -0.382524   -0.328146    0.014337
          37   -0.375085   -0.329415   0.0140056
          38   -0.369212   -0.330462   0.0136761
          39   -0.387116   -0.331915   0.0134023
          40   -0.414254   -0.333973   0.0132244
          41   -0.420574   -0.336085   0.0130695
          42   -0.442554    -0.33862   0.0130018
          43   -0.438546   -0.340944   0.0129055
          44   -0.372058   -0.341651   0.0126315
          45   -0.348466   -0.341803   0.0123517
          46   -0.377707   -0.342583   0.0121078
          47   -0.396834   -0.343737   0.0119051
          48   -0.407403   -0.345064   0.0117307
          49   -0.400808   -0.346201   0.0115464
          50   -0.402836   -0.347334   0.0113709
          51   -0.463824   -0.349618    0.011375
          52     -0.4658   -0.351852   0.0113736
          53   -0.440536   -0.353526   0.0112814
          54   -0.420782   -0.354771    0.011141
          55   -0.408867   -0.355755   0.0109818
          56   -0.393606   -0.356431   0.0108065
          57   -0.390353   -0.357026   0.0106332
          58   -0.423027   -0.358164   0.0105106
          59   -0.409692   -0.359037   0.0103687
          60   -0.382823   -0.359434   0.0102035
          61   -0.365765   -0.359537   0.0100367
          62   -0.388446   -0.360004  0.00988566
          63   -0.421768   -0.360984  0.00977724
          64   -0.399642   -0.361588  0.00964311
          65   -0.354515   -0.361479  0.00949537
          66   -0.341443   -0.361176  0.00935635
          67   -0.374956   -0.361381  0.00921897
          68   -0.383476   -0.361706  0.00908912
          69   -0.372941   -0.361869  0.00895885
          70   -0.370988   -0.361999  0.00883181
          71   -0.392072   -0.362423  0.00871757
          72   -0.405816   -0.363026   0.0086173
          73   -0.425471   -0.363881  0.00854161
          74   -0.439662   -0.364905  0.00848735
          75   -0.434883   -0.365838  0.00842531
          76   -0.403251    -0.36633  0.00832882
          77   -0.383739   -0.366556  0.00822372
          78   -0.375232   -0.366668  0.00811904
          79   -0.381723   -0.366858  0.00801851
          80    -0.38458    -0.36708  0.00792133
          81   -0.411148   -0.367624   0.0078422
          82   -0.420083   -0.368264  0.00777262
          83   -0.440784   -0.369137  0.00772792
          84   -0.444888   -0.370039  0.00768836
          85   -0.443905   -0.370908  0.00764686
          86   -0.463982    -0.37199  0.00763415
          87   -0.439662   -0.372768  0.00758592
          88   -0.400366   -0.373082   0.0075062
          89   -0.353973   -0.372867  0.00742493
          90   -0.361304   -0.372739  0.00734354
          91   -0.381059    -0.37283  0.00726341
          92   -0.385827   -0.372971  0.00718583
          93   -0.410125   -0.373371  0.00711966
          94   -0.440662   -0.374087  0.00707982
          95     -0.4642   -0.375035  0.00706855
          96   -0.486387   -0.376195  0.00708945
          97   -0.484507   -0.377312  0.00710376
          98   -0.511139   -0.378677  0.00716132
          99   -0.495828   -0.379861  0.00718609
         100   -0.498473   -0.381047  0.00721145
         101    -0.43901   -0.381621  0.00716285
         102   -0.406826   -0.381868  0.00709689
         103   -0.389778   -0.381945   0.0070284
         104   -0.390888   -0.382031  0.00696135
         105   -0.413109   -0.382327  0.00690134
         106   -0.380581    -0.38231  0.00683625
         107   -0.372497   -0.382218  0.00677298
         108   -0.384175   -0.382237  0.00671029
         109   -0.383722    -0.38225  0.00664874
         110   -0.392587   -0.382344  0.00658896
         111   -0.372823   -0.382258  0.00653016
         112   -0.356828   -0.382031   0.0064758
         113   -0.365837   -0.381888  0.00642008
         114   -0.350716   -0.381615  0.00636958
         115   -0.374074   -0.381549  0.00631453
         116   -0.424901   -0.381923  0.00627115
         117   -0.427705   -0.382314  0.00622974
         118   -0.400217   -0.382466  0.00617879
         119   -0.362261   -0.382296   0.0061292
         120   -0.346786      -0.382  0.00608527
         121   -0.371821   -0.381916  0.00603556
         122   -0.376547   -0.381872  0.00598625
         123   -0.375962   -0.381824  0.00593777
         124   -0.384639   -0.381847  0.00588993
         125   -0.386117   -0.381881  0.00584291
         126   -0.373936   -0.381818  0.00579688
         127   -0.375676   -0.381769  0.00575143
         128   -0.381308   -0.381766   0.0057065
         129   -0.405058   -0.381946  0.00566512
         130    -0.40611   -0.382132  0.00562459
         131   -0.398894    -0.38226  0.00558311
         132   -0.382286    -0.38226  0.00554081
         133   -0.379712   -0.382241  0.00549919
         134   -0.357344   -0.382055  0.00546129
         135   -0.323208   -0.381619   0.0054382
         136   -0.306905    -0.38107  0.00542589
         137   -0.327268   -0.380677  0.00540048
         138   -0.369473   -0.380596  0.00536196
         139   -0.425055   -0.380916  0.00533291
         140   -0.433788   -0.381294  0.00530818
         141   -0.412595   -0.381516  0.00527517
         142     -0.3997   -0.381644  0.00523957
         143   -0.373805   -0.381589  0.00520322
         144   -0.330853   -0.381237    0.005179
         145   -0.328912   -0.380876  0.00515584
         146   -0.361861   -0.380745  0.00512217
         147   -0.351773   -0.380548  0.00509112
         148   -0.346553   -0.380319   0.0050619
         149   -0.357663   -0.380167  0.00503021
         150   -0.366323   -0.380074  0.00499752
         151   -0.384757   -0.380105  0.00496452
         152   -0.384069   -0.380131  0.00493193
         153   -0.373999   -0.380091  0.00489985
         154   -0.394043   -0.380182  0.00486888
         155   -0.381117   -0.380188  0.00483747
         156   -0.372807   -0.380141  0.00480669
         157   -0.422655   -0.380411  0.00478369
         158    -0.43647   -0.380766  0.00476656
         159   -0.395577   -0.380859  0.00473749
         160   -0.375698   -0.380827  0.00470799
         161   -0.385816   -0.380858  0.00467885
         162    -0.42577   -0.381135  0.00465817
         163   -0.442296   -0.381511  0.00464468
         164   -0.389116   -0.381557  0.00461659
         165   -0.363438   -0.381447  0.00458992
         166   -0.352301   -0.381272  0.00456563
         167   -0.323726   -0.380927  0.00455127
         168   -0.352355   -0.380757  0.00452736
         169   -0.357984   -0.380622  0.00450257
         170   -0.390084   -0.380678  0.00447643
         171   -0.419153   -0.380903  0.00445591
         172   -0.413565   -0.381093  0.00443404
         173   -0.428591   -0.381367  0.00441691
         174   -0.460398   -0.381821  0.00441481
         175   -0.479381   -0.382379  0.00442464
         176   -0.472719   -0.382892  0.00442918
         177   -0.500936   -0.383559  0.00445408
         178   -0.499635   -0.384211  0.00447654
         179   -0.488635   -0.384795  0.00448938
         180   -0.476467   -0.385304  0.00449324
         181   -0.446103    -0.38564  0.00448095
         182    -0.43118    -0.38589  0.00446331
         183   -0.418917   -0.386071  0.00444257
         184   -0.432797   -0.386324  0.00442567
         185   -0.465046    -0.38675  0.00442216
         186   -0.478943   -0.387246  0.00442608
         187   -0.483438    -0.38776   0.0044322
         188   -0.478767   -0.388244  0.00443498
         189   -0.430211   -0.388466  0.00441707
         190   -0.417274   -0.388618  0.00439642
         191   -0.472223   -0.389056  0.00439514
         192   -0.471381   -0.389484  0.00439312
         193   -0.486998    -0.38999  0.00439931
         194   -0.522553   -0.390673  0.00442939
         195   -0.507311   -0.391271  0.00444687
         196   -0.489334   -0.391771  0.00445224
         197   -0.508469   -0.392364  0.00446888
         198   -0.506189   -0.392939  0.00448313
         199   -0.493496   -0.393444  0.00448899
         200   -0.496265   -0.393958  0.00449589
         201   -0.563379   -0.394801  0.00455185
         202   -0.570612   -0.395671  0.00461177
         203   -0.561735   -0.396489  0.00466104
         204   -0.488875   -0.396942  0.00466014
         205   -0.425953   -0.397084  0.00463956
         206   -0.424447   -0.397217  0.00461894
         207     -0.4675   -0.397556  0.00460909
         208   -0.499061   -0.398044  0.00461269
         209   -0.494273   -0.398504  0.00461354
         210   -0.501722   -0.398996  0.00461768
         211   -0.494771    -0.39945  0.00461805
         212   -0.493029   -0.399891  0.00461732
         213   -0.464408   -0.400194  0.00460556
         214   -0.458544   -0.400467   0.0045921
         215   -0.480702    -0.40084  0.00458588
         216   -0.462406   -0.401125   0.0045735
         217     -0.4542    -0.40137  0.00455896
         218   -0.456972   -0.401625  0.00454518
         219   -0.463312   -0.401906  0.00453314
         220   -0.468201   -0.402208  0.00452254
         221   -0.468934    -0.40251  0.00451215
         222   -0.460961   -0.402773   0.0044995
         223   -0.449041    -0.40298   0.0044841
         224   -0.448131   -0.403182  0.00446861
         225   -0.466494   -0.403463   0.0044576
         226   -0.501402   -0.403897  0.00445889
         227   -0.480312   -0.404233  0.00445194
         228   -0.475443   -0.404546  0.00444336
         229   -0.498108   -0.404954   0.0044427
         230   -0.495201   -0.405347  0.00444067
         231    -0.52141   -0.405849  0.00444978
         232   -0.529071    -0.40638  0.00446219
         233   -0.507797   -0.406816  0.00446422
         234   -0.518552   -0.407293   0.0044706
         235   -0.522821   -0.407785  0.00447853
         236   -0.519981    -0.40826  0.00448471
         237   -0.501064   -0.408652  0.00448285
         238   -0.489798   -0.408993  0.00447696
         239   -0.490106   -0.409332  0.00447108
         240    -0.48059   -0.409629  0.00446229
         241   -0.456604   -0.409824  0.00444803
         242   -0.461998   -0.410039  0.00443488
         243   -0.466249   -0.410271  0.00442265
         244   -0.485397   -0.410579  0.00441523
         245   -0.478115   -0.410854  0.00440581
         246   -0.489103   -0.411172  0.00439937
         247   -0.482413   -0.411461    0.004391
         248   -0.452534   -0.411626  0.00437642
         249    -0.40565   -0.411602   0.0043589
         250   -0.404333   -0.411573  0.00434157
         251    -0.43996   -0.411686  0.00432574
         252   -0.430347    -0.41176  0.00430921
         253   -0.404887   -0.411733  0.00429226
         254    -0.39939   -0.411685  0.00427564
         255   -0.396287   -0.411624   0.0042593
         256   -0.405342     -0.4116  0.00424273
         257   -0.404346   -0.411572  0.00422632
         258   -0.381847   -0.411456  0.00421151
         259   -0.397863   -0.411404  0.00419557
         260   -0.415736    -0.41142  0.00417947
         261   -0.417328   -0.411443  0.00416352
         262   -0.467068   -0.411655  0.00415303
         263   -0.492671   -0.411963  0.00414865
         264   -0.486346   -0.412245  0.00414249
         265    -0.45942   -0.412423  0.00413069
         266   -0.441746   -0.412533  0.00411663
         267   -0.416078   -0.412547  0.00410123
         268   -0.477158   -0.412788  0.00409301
         269   -0.526018   -0.413209  0.00409938
         270   -0.481445   -0.413461  0.00409198
         271   -0.437645   -0.413551  0.00407785
         272   -0.432727   -0.413621  0.00406347
         273   -0.442436   -0.413727  0.00404996
         274   -0.420341   -0.413751  0.00403525
         275   -0.397365   -0.413691  0.00402101
         276    -0.39575   -0.413626  0.00400697
         277   -0.370202    -0.41347  0.00399557
         278    -0.37655   -0.413337   0.0039834
         279   -0.420327   -0.413362  0.00396921
         280   -0.448539   -0.413487  0.00395702
         281   -0.432027   -0.413553  0.00394349
         282   -0.426494   -0.413599  0.00392977
         283   -0.392757   -0.413526  0.00391657
         284   -0.402818   -0.413488  0.00390296
         285   -0.429738   -0.413545  0.00388968
         286   -0.414986    -0.41355  0.00387609
         287   -0.408164   -0.413531  0.00386263
         288   -0.460317   -0.413694  0.00385263
         289   -0.459118   -0.413851   0.0038425
         290   -0.443521   -0.413953  0.00383062
         291   -0.434511   -0.414024   0.0038181
         292   -0.451516   -0.414152  0.00380719
         293   -0.469067    -0.41434   0.0037988
         294   -0.443211   -0.414438  0.00378715
         295   -0.423516   -0.414469  0.00377444
         296   -0.402432   -0.414428  0.00376191
         297   -0.384174   -0.414326  0.00375062
         298   -0.381271   -0.414215  0.00373967
         299    -0.37637   -0.414089  0.00372931
         300   -0.377167   -0.413966  0.00371891
         301    -0.38229    -0.41386  0.00370804
         302   -0.358826   -0.413678  0.00370024
         303   -0.367308   -0.413525  0.00369119
         304   -0.415702   -0.413532  0.00367905
         305   -0.402871   -0.413497  0.00366716
         306   -0.374839   -0.413371  0.00365735
         307   -0.372489   -0.413238  0.00364786
         308   -0.385067   -0.413146  0.00363716
         309   -0.397378   -0.413095  0.00362575
         310   -0.417992   -0.413111  0.00361409
         311   -0.411714   -0.413107  0.00360247
         312   -0.440363   -0.413194  0.00359198
         313   -0.438609   -0.413275  0.00358142
         314   -0.396807   -0.413223   0.0035704
         315   -0.376367   -0.413106  0.00356098
         316   -0.356712   -0.412927  0.00355418
         317    -0.34556   -0.412715  0.00354932
         318   -0.356593   -0.412538  0.00354254
         319   -0.364177   -0.412387  0.00353468
         320   -0.391027    -0.41232  0.00352426
         321   -0.391155   -0.412254   0.0035139
         322   -0.401491    -0.41222  0.00350315
         323   -0.381444   -0.412125   0.0034936
         324   -0.402033   -0.412094  0.00348295
         325   -0.410298   -0.412089  0.00347224
         326    -0.41383   -0.412094  0.00346159
         327    -0.39281   -0.412035  0.00345151
         328    -0.37159   -0.411912  0.00344319
         329   -0.355661   -0.411741  0.00343697
         330    -0.33193   -0.411499  0.00343505
         331    -0.35096   -0.411316  0.00342954
         332   -0.383998   -0.411234  0.00342019
         333   -0.393439    -0.41118  0.00341034
         334   -0.400123   -0.411147  0.00340029
         335   -0.412288    -0.41115  0.00339014
         336   -0.440371   -0.411237  0.00338117
         337   -0.423986   -0.411275  0.00337135
         338   -0.412755    -0.41128  0.00336138
         339   -0.394606    -0.41123  0.00335182
         340   -0.395733   -0.411185  0.00334227
         341   -0.394275   -0.411135  0.00333284
         342   -0.382751   -0.411052  0.00332413
         343    -0.40018   -0.411021  0.00331459
         344   -0.384141   -0.410942  0.00330587
         345   -0.383576   -0.410863  0.00329724
         346   -0.417398   -0.410882  0.00328776
         347   -0.440033   -0.410966  0.00327936
         348   -0.442673   -0.411057  0.00327121
         349   -0.442408   -0.411147  0.00326307
         350   -0.433482   -0.411211  0.00325437
         351   -0.452183   -0.411327  0.00324719
         352    -0.47972   -0.411522  0.00324377
         353   -0.475706   -0.411704  0.00323967
         354   -0.452399   -0.411819  0.00323256
         355   -0.423733   -0.411852  0.00322363
         356   -0.430286   -0.411904  0.00321499
         357   -0.449148   -0.412008  0.00320768
         358   -0.435651   -0.412074   0.0031994
         359   -0.397998   -0.412035  0.00319072
         360   -0.410484   -0.412031  0.00318186
         361   -0.415185   -0.412039  0.00317306
         362   -0.427271   -0.412082  0.00316458
         363   -0.490295   -0.412297  0.00316318
         364    -0.52543   -0.412608  0.00316973
         365   -0.513118   -0.412883  0.00317298
         366   -0.512642   -0.413156    0.003176
         367   -0.487986    -0.41336  0.00317388
         368    -0.53274   -0.413684  0.00318179
         369   -0.590308   -0.414163  0.00320897
         370   -0.567434   -0.414577  0.00322692
         371   -0.516739   -0.414852  0.00322995
         372   -0.493438   -0.415064  0.00322817
         373   -0.454329   -0.415169  0.00322123
         374   -0.447197   -0.415255  0.00321376
         375    -0.46218    -0.41538  0.00320762
         376   -0.434718   -0.415431  0.00319951
         377   -0.424778   -0.415456  0.00319112
         378   -0.435907    -0.41551  0.00318313
         379    -0.43646   -0.415565  0.00317521
         380   -0.453629   -0.415665  0.00316844
         381   -0.465143   -0.415795  0.00316278
         382   -0.467821   -0.415931  0.00315743
         383   -0.493036   -0.416133   0.0031556
         384   -0.504563   -0.416363  0.00315577
         385   -0.494401   -0.416566  0.00315408
         386   -0.507182   -0.416801  0.00315463
         387   -0.521758   -0.417072  0.00315812
         388    -0.55029   -0.417415  0.00316859
         389   -0.510519   -0.417654  0.00316947
         390   -0.479312   -0.417813  0.00316528
         391   -0.488896   -0.417994   0.0031624
         392   -0.469139   -0.418125  0.00315703
         393   -0.480515   -0.418284  0.00315298
         394   -0.517969   -0.418537  0.00315511
         395   -0.502103   -0.418748  0.00315421
         396   -0.450737   -0.418829  0.00314728
         397   -0.457241   -0.418926  0.00314084
         398   -0.452901   -0.419011  0.00313411
         399   -0.419034   -0.419011  0.00312625
         400   -0.450454    -0.41909  0.00311943
         401   -0.480069   -0.419242  0.00311535
         402   -0.509073   -0.419465  0.00311561
         403   -0.483504   -0.419624  0.00311192
         404   -0.447271   -0.419693  0.00310497
         405   -0.433626   -0.419727   0.0030975
         406   -0.422391   -0.419734  0.00308988
         407    -0.39726   -0.419678  0.00308278
         408    -0.38217   -0.419586  0.00307659
         409   -0.406908   -0.419555  0.00306923
         410   -0.430294   -0.419582  0.00306185
         411   -0.421123   -0.419585   0.0030544
         412   -0.407294   -0.419555  0.00304714
         413   -0.394731   -0.419495  0.00304035
         414   -0.423001   -0.419504  0.00303302
         415   -0.453384   -0.419585  0.00302681
         416   -0.474199   -0.419717  0.00302238
         417   -0.464907   -0.419825  0.00301707
         418   -0.433948   -0.419859  0.00301004
         419   -0.394618   -0.419799  0.00300346
         420   -0.368661   -0.419677  0.00299878
         421   -0.394799   -0.419618  0.00299224
         422   -0.382839   -0.419531  0.00298642
         423   -0.373162   -0.419421  0.00298137
         424   -0.394039   -0.419361  0.00297494
         425   -0.421073   -0.419365  0.00296794
         426   -0.412052   -0.419348  0.00296102
         427   -0.412893   -0.419333  0.00295413
         428   -0.383424   -0.419249  0.00294842
         429    -0.36101   -0.419113  0.00294467
         430   -0.401436   -0.419072  0.00293811
         431   -0.406805   -0.419044  0.00293143
         432   -0.383749   -0.418962  0.00292578
         433   -0.394093   -0.418905  0.00291959
         434   -0.398221   -0.418857  0.00291325
         435    -0.37419   -0.418754  0.00290836
         436   -0.375659   -0.418655  0.00290337
         437    -0.40442   -0.418623  0.00289691
         438   -0.447304   -0.418688  0.00289103
         439   -0.455445   -0.418772  0.00288566
         440   -0.448801    -0.41884  0.00287991
         441   -0.443988   -0.418897  0.00287394
         442   -0.421392   -0.418903  0.00286745
         443   -0.406723   -0.418875   0.0028611
         444   -0.417755   -0.418873  0.00285466
         445   -0.398174   -0.418826  0.00284863
         446   -0.372145   -0.418722  0.00284416
         447   -0.379792   -0.418635  0.00283913
         448   -0.414448   -0.418625  0.00283281
         449   -0.442526   -0.418679    0.002827
         450   -0.432807    -0.41871  0.00282089
         451   -0.429109   -0.418733  0.00281473
         452   -0.452545   -0.418808   0.0028095
         453   -0.454425   -0.418886   0.0028044
         454   -0.443736   -0.418941  0.00279875
         455   -0.456112   -0.419023  0.00279379
         456   -0.426386   -0.419039  0.00278771
         457   -0.409499   -0.419018  0.00278169
         458   -0.411173   -0.419001  0.00277567
         459   -0.409981   -0.418981  0.00276969
         460    -0.41676   -0.418977  0.00276368
         461   -0.398898   -0.418933  0.00275803
         462   -0.427286   -0.418951  0.00275212
         463   -0.414422   -0.418941  0.00274619
         464   -0.393271   -0.418886  0.00274083
         465   -0.422011   -0.418893  0.00273494
         466    -0.44934   -0.418958  0.00272985
         467   -0.424583    -0.41897  0.00272403
         468   -0.422881   -0.418978  0.00271823
         469   -0.427535   -0.418997  0.00271249
         470   -0.429933    -0.41902  0.00270682
         471    -0.41535   -0.419012  0.00270108
         472   -0.429486   -0.419034  0.00269545
         473   -0.428663   -0.419055  0.00268983
         474   -0.431291    -0.41908  0.00268428
         475   -0.426758   -0.419097  0.00267868
         476   -0.461822   -0.419186  0.00267455
         477   -0.422297   -0.419193  0.00266895
         478   -0.386993   -0.419126  0.00266422
         479   -0.379762   -0.419043  0.00265993
         480   -0.396671   -0.418997  0.00265479
         481   -0.395102   -0.418947  0.00264974
         482    -0.39827   -0.418904  0.00264459
         483   -0.352915   -0.418768  0.00264264
         484   -0.345451   -0.418616  0.00264152
         485   -0.358651   -0.418492  0.00263896
         486   -0.386758   -0.418427  0.00263434
         487   -0.394862   -0.418379  0.00262938
         488   -0.387955   -0.418316  0.00262473
         489   -0.402539   -0.418284  0.00261956
         490   -0.400885   -0.418249  0.00261445
         491    -0.39369   -0.418199  0.00260961
         492   -0.393259   -0.418148  0.00260479
         493   -0.406286   -0.418124  0.00259962
         494   -0.416687   -0.418121  0.00259436
         495   -0.416197   -0.418117  0.00258912
         496   -0.410962   -0.418103  0.00258394
         497   -0.420188   -0.418107  0.00257875
         498   -0.450766   -0.418172   0.0025744
         499   -0.489667   -0.418316  0.00257323
         500   -0.509903   -0.418499  0.00257459
         501   -0.482712   -0.418627  0.00257264
         502   -0.461264   -0.418712  0.00256892
         503   -0.470315   -0.418815  0.00256586
         504   -0.440703   -0.418858  0.00256114
         505    -0.43699   -0.418894  0.00255632
         506   -0.444738   -0.418945  0.00255177
         507   -0.458202   -0.419022  0.00254791
         508   -0.471144   -0.419125  0.00254496
         509   -0.453656   -0.419193  0.00254087
         510     -0.4362   -0.419226  0.00253611
         511   -0.433182   -0.419254  0.00253129
         512   -0.420503   -0.419256  0.00252635
         513   -0.364731    -0.41915  0.00252366
         514   -0.339133   -0.418994  0.00252354
         515   -0.348815   -0.418858  0.00252232
         516   -0.353014    -0.41873  0.00252066
         517     -0.3747   -0.418645  0.00251722
         518   -0.404669   -0.418618  0.00251251
         519   -0.400234   -0.418583  0.00250791
         520   -0.413605   -0.418573  0.00250311
         521   -0.407357   -0.418551   0.0024984
         522   -0.395595   -0.418507    0.002494
         523   -0.403119   -0.418478   0.0024894
         524   -0.392068   -0.418428  0.00248516
         525   -0.398684    -0.41839  0.00248071
         526   -0.383713   -0.418324  0.00247687
         527   -0.385341   -0.418262  0.00247296
         528   -0.390907    -0.41821  0.00246882
         529   -0.373966   -0.418126  0.00246557
         530   -0.370298   -0.418036  0.00246257
         531    -0.38088   -0.417966  0.00245893
         532   -0.365744   -0.417868  0.00245626
         533   -0.328535     -0.4177  0.00245737
         534   -0.319877   -0.417517  0.00245958
         535   -0.341423   -0.417375   0.0024591
         536   -0.370794   -0.417288  0.00245604
         537   -0.380001   -0.417218  0.00245245
         538   -0.388422   -0.417165  0.00244848
         539   -0.377923   -0.417092  0.00244502
         540   -0.393122   -0.417048  0.00244089
         541   -0.410067   -0.417035  0.00243641
