           1  -0.0341722  -0.0341722 2.27176e-10
           2  -0.0529349  -0.0435536   0.0066336
           3    -0.12663  -0.0712457    0.023039
           4   -0.234372   -0.112027   0.0393182
           5   -0.296956   -0.149013   0.0456481
           6   -0.303414   -0.174747    0.044709
           7   -0.341789    -0.19861   0.0442343
           8   -0.344381   -0.216831   0.0422918
           9   -0.321994   -0.228516   0.0391737
          10   -0.305929   -0.236257   0.0360131
          11   -0.323678   -0.244205   0.0336046
          12   -0.337118   -0.251947   0.0316837
          13   -0.324644   -0.257539   0.0297359
          14   -0.339208   -0.263373   0.0281783
          15   -0.324408   -0.267442   0.0265919
          16    -0.31307   -0.270294   0.0250823
          17   -0.309851   -0.272621   0.0237146
          18   -0.317914   -0.275137   0.0225302
          19   -0.309806   -0.276962   0.0214182
          20   -0.346603   -0.280444   0.0206284
          21   -0.376836   -0.285034   0.0201503
          22   -0.365793   -0.288705   0.0195659
          23   -0.352776    -0.29149   0.0189125
          24   -0.356917   -0.294216   0.0183199
          25   -0.345024   -0.296249   0.0176994
          26   -0.353915   -0.298467   0.0171571
          27   -0.378558   -0.301433   0.0167761
          28   -0.382523   -0.304329   0.0164251
          29    -0.37201   -0.306663   0.0160236
          30   -0.332177   -0.307513   0.0155121
          31   -0.334426   -0.308382   0.0150359
          32   -0.346186   -0.309563   0.0146124
          33   -0.380952   -0.311726   0.0143288
          34   -0.415296   -0.314772   0.0142275
          35   -0.440787   -0.318373   0.0142693
          36   -0.459574   -0.322295   0.0144019
          37   -0.474233   -0.326402   0.0145864
          38    -0.46007   -0.329919   0.0146205
          39   -0.396627    -0.33163   0.0143453
          40   -0.365447   -0.332475   0.0140116
          41   -0.382495   -0.333695   0.0137229
          42   -0.367846   -0.334508   0.0134202
          43   -0.364945   -0.335216   0.0131267
          44   -0.349782   -0.335547   0.0128326
          45   -0.339792   -0.335641   0.0125478
          46   -0.354583   -0.336053   0.0122817
          47   -0.363408   -0.336635   0.0120342
          48   -0.350046   -0.336915   0.0117867
          49   -0.364168   -0.337471   0.0115593
          50   -0.372069   -0.338163   0.0113488
          51   -0.351524   -0.338425   0.0111293
          52   -0.351234   -0.338671    0.010918
          53   -0.405589   -0.339934   0.0107848
          54   -0.417258   -0.341366   0.0106797
          55   -0.410483   -0.342622   0.0105592
          56   -0.413121   -0.343881   0.0104454
          57   -0.402406   -0.344908   0.0103125
          58   -0.364379   -0.345244   0.0101402
          59   -0.363677   -0.345556   0.0099731
          60    -0.38009   -0.346132  0.00982348
          61   -0.412188   -0.347214  0.00972194
          62   -0.416137   -0.348326  0.00962848
          63   -0.388479   -0.348963  0.00949672
          64   -0.372971   -0.349339  0.00935574
          65   -0.361247   -0.349522   0.0092136
          66   -0.410314   -0.350443  0.00911992
          67   -0.471022   -0.352243  0.00915966
          68   -0.516988   -0.354665  0.00933987
          69   -0.518861   -0.357045  0.00950282
          70   -0.520706   -0.359383  0.00965039
          71   -0.447907    -0.36063  0.00959468
          72   -0.409487   -0.361308  0.00948538
          73   -0.428575    -0.36223   0.0094001
          74   -0.422701   -0.363047  0.00930852
          75    -0.36751   -0.363107   0.0091846
          76   -0.384542   -0.363389  0.00906808
          77   -0.385278   -0.363673  0.00895477
          78   -0.380102   -0.363883  0.00884244
          79   -0.390982   -0.364226  0.00873716
          80   -0.416081   -0.364875  0.00865195
          81   -0.418254   -0.365534   0.0085702
          82   -0.434148    -0.36637  0.00850644
          83   -0.410403   -0.366901  0.00842048
          84   -0.376327   -0.367013  0.00832098
          85   -0.379903   -0.367165  0.00822447
          86   -0.415884   -0.367731  0.00814832
          87   -0.404411   -0.368153  0.00806556
          88    -0.40429   -0.368564  0.00798436
          89    -0.39641   -0.368876  0.00790077
          90   -0.383711   -0.369041   0.0078147
          91   -0.403379   -0.369419  0.00773793
          92   -0.404559   -0.369801  0.00766325
          93   -0.372969   -0.369835  0.00758092
          94   -0.350554    -0.36963  0.00750305
          95   -0.366151   -0.369593  0.00742416
          96   -0.376383   -0.369664  0.00734716
          97   -0.383236   -0.369804  0.00727275
          98   -0.386149    -0.36997  0.00720045
          99   -0.381272   -0.370085  0.00712862
         100   -0.367028   -0.370054   0.0070574
         101   -0.356097   -0.369916  0.00698888
         102   -0.356741   -0.369787  0.00692155
         103   -0.376269    -0.36985  0.00685464
         104   -0.401092    -0.37015  0.00679531
         105   -0.395582   -0.370392  0.00673491
         106   -0.391096   -0.370587   0.0066742
         107   -0.401068   -0.370872   0.0066179
         108   -0.411354   -0.371247  0.00656723
         109   -0.399692   -0.371508  0.00651217
         110   -0.419141   -0.371941  0.00646735
         111   -0.425115    -0.37242   0.0064268
         112   -0.421033   -0.372854  0.00638406
         113   -0.397787   -0.373075  0.00633137
         114   -0.367026   -0.373022  0.00627606
         115   -0.352555   -0.372844  0.00622401
         116   -0.365813   -0.372783  0.00617065
         117   -0.376774   -0.372817    0.006118
         118   -0.372581   -0.372815  0.00606615
         119   -0.349974   -0.372623  0.00601821
         120   -0.337412    -0.37233  0.00597521
         121    -0.33257   -0.372001  0.00593486
         122   -0.340973   -0.371747  0.00589166
         123   -0.358075   -0.371636  0.00584481
         124   -0.348523    -0.37145  0.00580064
         125   -0.365117   -0.371399  0.00575446
         126   -0.383807   -0.371497  0.00570963
         127   -0.413293   -0.371826  0.00567415
         128   -0.416723   -0.372177  0.00564065
         129   -0.413557   -0.372498  0.00560604
         130   -0.398199   -0.372696   0.0055664
         131    -0.37177   -0.372689  0.00552391
         132   -0.345573   -0.372483  0.00548588
         133   -0.362337   -0.372407  0.00544517
         134   -0.383919   -0.372493  0.00540521
         135   -0.375139   -0.372512   0.0053652
