           1    0.981406    0.981406 6.97612e-09
           2    0.993533     0.98747  0.00428731
           3     1.04246      1.0058   0.0152375
           4     1.11429     1.03292    0.026122
           5     1.15601     1.05754   0.0303564
           6     1.16036     1.07468   0.0297429
           7     1.18597     1.09058   0.0294385
           8     1.18769     1.10272   0.0281506
           9      1.1728      1.1105   0.0260776
          10     1.16203     1.11566   0.0239735
          11     1.17389     1.12095    0.022371
          12     1.18284     1.12611   0.0210929
          13     1.17456     1.12983   0.0197969
          14     1.18422     1.13372   0.0187601
          15     1.17438     1.13643   0.0177042
          16     1.16676     1.13833   0.0166988
          17     1.16463     1.13987   0.0157881
          18     1.17006     1.14155   0.0149997
          19     1.16462     1.14276   0.0142594
          20     1.18916     1.14508   0.0137338
          21     1.20934     1.14814   0.0134163
          22     1.20203     1.15059   0.0130281
          23     1.19331     1.15245   0.0125933
          24     1.19613     1.15427   0.0121994
          25     1.18818     1.15563   0.0117866
          26     1.19408     1.15711   0.0114257
          27     1.21054     1.15908   0.0111726
          28     1.21319     1.16102   0.0109394
          29     1.20623     1.16258   0.0106727
          30     1.17956     1.16314   0.0103319
          31      1.1811     1.16372   0.0100149
          32      1.1889     1.16451  0.00973277
          33     1.21194     1.16595   0.0095434
          34     1.23493     1.16797  0.00947596
          35     1.25187     1.17037  0.00950358
          36     1.26444     1.17298  0.00959205
          37     1.27429     1.17572  0.00971573
          38     1.26479     1.17807  0.00973867
          39     1.22259     1.17921  0.00955564
          40     1.20177     1.17977  0.00933337
          41      1.2131     1.18058  0.00914106
          42     1.20337     1.18113   0.0089395
          43     1.20147      1.1816  0.00874412
          44     1.19139     1.18182  0.00854823
          45     1.18468     1.18189   0.0083585
          46     1.19454     1.18216  0.00818132
          47     1.20047     1.18255  0.00801652
          48     1.19154     1.18274  0.00785169
          49     1.20083     1.18311  0.00770013
          50     1.20619     1.18357  0.00755995
          51     1.19243     1.18374  0.00741371
          52     1.19215      1.1839   0.0072729
          53     1.22837     1.18474   0.0071839
          54     1.23618      1.1857  0.00711373
          55     1.23166     1.18653   0.0070333
          56     1.23338     1.18737  0.00695727
          57     1.22625     1.18805  0.00686857
          58     1.20089     1.18827  0.00675372
          59     1.20042     1.18848  0.00664239
          60     1.21129     1.18886  0.00654255
          61     1.23274     1.18958  0.00647473
          62     1.23542     1.19032  0.00641238
          63     1.21701     1.19074  0.00632458
          64     1.20666     1.19099  0.00623064
          65     1.19883     1.19111  0.00613595
          66     1.23148     1.19172   0.0060734
          67       1.272     1.19292  0.00609981
          68     1.30274     1.19453  0.00622022
          69     1.30395     1.19612  0.00632898
          70     1.30534     1.19768    0.006428
          71     1.25676     1.19851  0.00639109
          72     1.23103     1.19896  0.00631826
          73     1.24374     1.19958  0.00626141
          74     1.23994     1.20012  0.00620051
          75     1.20308     1.20016  0.00611796
          76     1.21439     1.20035  0.00604032
          77     1.21497     1.20054  0.00596486
          78     1.21153     1.20068  0.00589005
          79     1.21875     1.20091  0.00581994
          80     1.23557     1.20134  0.00576329
          81     1.23699     1.20178  0.00570892
          82      1.2476     1.20234  0.00566658
          83     1.23182      1.2027  0.00560943
          84     1.20913     1.20277  0.00554317
          85     1.21139     1.20287  0.00547888
          86     1.23544     1.20325  0.00542825
          87     1.22777     1.20353  0.00537317
          88     1.22782     1.20381  0.00531919
          89     1.22235     1.20402   0.0052635
          90     1.21392     1.20413  0.00520617
          91     1.22704     1.20438  0.00515504
          92     1.22784     1.20464  0.00510531
          93      1.2068     1.20466  0.00505047
          94     1.19176     1.20452   0.0049986
          95     1.20214      1.2045  0.00494605
          96     1.20895     1.20454  0.00489474
          97     1.21354     1.20464  0.00484516
          98     1.21547     1.20475  0.00479698
          99     1.21227     1.20482  0.00474913
         100     1.20276      1.2048  0.00470168
         101     1.19544     1.20471  0.00465604
         102     1.19591     1.20462  0.00461119
         103     1.20894     1.20466  0.00456661
         104     1.22549     1.20486  0.00452709
         105     1.22185     1.20503  0.00448687
         106     1.21888     1.20516  0.00444644
         107      1.2254     1.20535  0.00440891
         108     1.23236      1.2056  0.00437517
         109      1.2246     1.20577  0.00433851
         110     1.23744     1.20606  0.00430861
         111     1.24152     1.20638  0.00428162
         112     1.23883     1.20667  0.00425318
         113     1.22325     1.20681  0.00421808
         114     1.20281     1.20678  0.00418122
         115     1.19305     1.20666  0.00414657
         116      1.2019     1.20662  0.00411102
         117     1.20918     1.20664  0.00407595
         118     1.20647     1.20664   0.0040414
         119     1.19141     1.20651  0.00400947
         120     1.18302     1.20632  0.00398083
         121     1.17983      1.2061  0.00395394
         122     1.18541     1.20593  0.00392517
         123     1.19688     1.20585  0.00389395
         124     1.19044     1.20573  0.00386453
         125     1.20152      1.2057  0.00383376
         126     1.21409     1.20576  0.00380391
         127     1.23363     1.20598  0.00378028
         128     1.23604     1.20622  0.00375803
         129     1.23379     1.20643  0.00373498
         130     1.22367     1.20656   0.0037086
         131     1.20607     1.20656  0.00368029
