           1    0.050541    0.050541 3.71468e-10
           2   0.0511569   0.0508489 0.000217737
           3   0.0536498   0.0517826 0.000776002
           4   0.0573258   0.0531684  0.00133383
           5    0.059318   0.0543983  0.00153258
           6   0.0594905    0.055247  0.00149377
           7   0.0606835   0.0560237  0.00146846
           8   0.0607738   0.0566174  0.00139981
           9   0.0598489   0.0569765   0.0012895
          10   0.0594399   0.0572228  0.00118385
          11   0.0597547    0.057453  0.00109837
          12   0.0604077   0.0576992  0.00103407
          13   0.0605055   0.0579151 0.000976801
          14   0.0601224   0.0580728 0.000919666
          15   0.0599306   0.0581966 0.000866655
          16   0.0608237   0.0583608 0.000827896
          17   0.0605256   0.0584881 0.000788929
          18   0.0606375   0.0586075 0.000754082
          19   0.0612903   0.0587487 0.000727492
          20   0.0616041   0.0588915 0.000704988
          21   0.0613949   0.0590107 0.000681421
          22   0.0616272   0.0591297 0.000660745
          23    0.061601   0.0592371 0.000640694
          24   0.0606301   0.0592951 0.000616622
          25   0.0609214   0.0593602 0.000595378
          26   0.0619014   0.0594579 0.000580446
          27   0.0620824   0.0595551 0.000567028
          28   0.0618965   0.0596388 0.000552908
          29   0.0639243   0.0597865 0.000553238
          30   0.0643264   0.0599379 0.000555109
          31   0.0638392   0.0600637 0.000551283
          32    0.063486   0.0601707 0.000544331
          33   0.0633353   0.0602666 0.000536217
          34   0.0634545   0.0603603  0.00052858
          35   0.0642702    0.060472 0.000525149
          36   0.0627614   0.0605356 0.000514398
          37   0.0614967   0.0605616 0.000501151
          38   0.0612345   0.0605793 0.000488275
          39   0.0606701   0.0605816 0.000475761
          40   0.0609801   0.0605916 0.000463971
          41   0.0612926   0.0606087  0.00045297
          42   0.0616948   0.0606346 0.000442922
          43   0.0624662   0.0606772 0.000434665
          44   0.0619672   0.0607065 0.000425774
          45   0.0620011   0.0607352 0.000417283
          46   0.0623535   0.0607704 0.000409692
          47   0.0619351   0.0607952 0.000401724
          48   0.0618211   0.0608166 0.000393923
          49   0.0615845   0.0608322 0.000386195
          50   0.0614284   0.0608442 0.000378655
          51   0.0625901   0.0608784 0.000372775
          52   0.0634326   0.0609275 0.000368828
          53   0.0628604    0.060964 0.000363668
          54   0.0614476   0.0609729 0.000357043
          55   0.0612132   0.0609773 0.000350578
          56   0.0615362   0.0609873  0.00034446
          57   0.0613497   0.0609937 0.000338476
          58   0.0621452   0.0610135 0.000333222
          59   0.0629784   0.0610468 0.000329234
          60   0.0635265   0.0610881  0.00032633
          61   0.0628003   0.0611162 0.000322185
          62   0.0625122   0.0611387 0.000317775
          63   0.0627559   0.0611644 0.000313766
          64   0.0627313   0.0611889 0.000309817
          65   0.0631761   0.0612194 0.000306555
          66   0.0619605   0.0612307 0.000302116
          67    0.061935   0.0612412  0.00029779
          68   0.0636987   0.0612773 0.000295595
          69   0.0641035   0.0613183 0.000294135
          70   0.0649011   0.0613695 0.000294353
          71   0.0642278   0.0614097 0.000292947
          72   0.0639699   0.0614453 0.000291029
          73   0.0647245   0.0614902 0.000290488
          74   0.0645342   0.0615313  0.00028946
          75   0.0644544   0.0615703 0.000288213
          76   0.0641644   0.0616045 0.000286434
          77   0.0639582    0.061635 0.000284341
          78   0.0648318    0.061676 0.000283634
          79   0.0645231    0.061712 0.000282324
          80   0.0630866   0.0617292 0.000279317
          81   0.0613726   0.0617248 0.000275904
          82   0.0613441   0.0617202 0.000272578
          83   0.0622839    0.061727 0.000269378
          84   0.0632542   0.0617452 0.000266784
          85   0.0630808   0.0617609 0.000264108
          86   0.0621552   0.0617655 0.000261077
          87   0.0617732   0.0617655 0.000258076
          88   0.0628916   0.0617783  0.00025546
          89   0.0635741   0.0617985 0.000253386
          90   0.0639982    0.061823 0.000251746
          91   0.0630736   0.0618367 0.000249355
          92   0.0633683   0.0618533 0.000247199
          93   0.0640635   0.0618771 0.000245681
          94   0.0639278   0.0618989 0.000244034
          95   0.0636741   0.0619176  0.00024218
          96   0.0628342   0.0619272 0.000239845
          97   0.0620379   0.0619283 0.000237375
          98   0.0625118   0.0619343 0.000235028
          99   0.0622479   0.0619374 0.000232675
         100   0.0619649   0.0619377 0.000230348
         101   0.0620701    0.061939 0.000228071
         102   0.0617122   0.0619368 0.000225846
         103   0.0611284   0.0619289  0.00022379
         104   0.0606624   0.0619168 0.000221969
         105   0.0621939   0.0619194 0.000219871
         106   0.0629748   0.0619294 0.000218022
         107   0.0617978   0.0619281 0.000215988
         108   0.0613929   0.0619232 0.000214045
         109   0.0611758   0.0619163 0.000212191
         110    0.060132   0.0619001 0.000210881
         111   0.0592856   0.0618765 0.000210292
         112   0.0594869   0.0618552 0.000209494
         113   0.0604422   0.0618427 0.000208013
         114   0.0608614   0.0618341 0.000206367
         115     0.06192   0.0618348 0.000204573
         116   0.0631966   0.0618466 0.000203146
         117   0.0626927   0.0618538 0.000201539
         118   0.0617073   0.0618526 0.000199835
         119   0.0616495   0.0618509 0.000198163
         120   0.0614169   0.0618472 0.000196544
         121   0.0605765   0.0618367   0.0001952
         122   0.0613069   0.0618324 0.000193649
         123    0.062141   0.0618349 0.000192091
         124   0.0620427   0.0618366 0.000190549
         125   0.0615614   0.0618344 0.000189037
         126   0.0621016   0.0618365 0.000187549
         127   0.0631069   0.0618465 0.000186339
         128   0.0628121   0.0618541 0.000185035
         129   0.0621942   0.0618567  0.00018362
         130   0.0623867   0.0618608 0.000182253
         131   0.0626993   0.0618672 0.000180974
         132   0.0618495    0.061867 0.000179603
         133   0.0613874   0.0618634 0.000178289
         134   0.0621699   0.0618657 0.000176973
         135   0.0619787   0.0618665 0.000175664
         136    0.062289   0.0618697   0.0001744
         137   0.0620718   0.0618711 0.000173133
         138   0.0607762   0.0618632  0.00017206
         139   0.0607549   0.0618552 0.000171007
         140   0.0611451   0.0618502 0.000169861
         141   0.0613085   0.0618463 0.000168699
         142   0.0618987   0.0618467 0.000167512
         143   0.0620347    0.061848 0.000166345
         144   0.0622575   0.0618508 0.000165215
         145   0.0626906   0.0618566 0.000164177
         146   0.0616684   0.0618553 0.000163057
         147   0.0596306   0.0618402 0.000162649
         148   0.0585487    0.061818 0.000163063
         149   0.0586994    0.061797 0.000163307
         150   0.0583654   0.0617742 0.000163812
         151    0.058402   0.0617518 0.000164243
         152   0.0601608   0.0617414 0.000163495
         153   0.0613622   0.0617389 0.000162446
         154    0.061369   0.0617365 0.000161408
         155   0.0613176   0.0617338  0.00016039
         156   0.0601679   0.0617237 0.000159675
         157   0.0593707   0.0617088  0.00015936
         158   0.0594565   0.0616945 0.000158988
         159   0.0600084   0.0616839 0.000158341
         160   0.0609034    0.061679 0.000157427
         161   0.0617896   0.0616797  0.00015645
         162    0.063618   0.0616917 0.000155941
         163   0.0628847    0.061699 0.000155156
         164   0.0611247   0.0616955  0.00015425
         165   0.0598784   0.0616845 0.000153708
         166   0.0600264   0.0616745 0.000153106
         167   0.0617755   0.0616751  0.00015219
         168   0.0616422   0.0616749 0.000151284
         169   0.0618317   0.0616758 0.000150392
         170   0.0615279   0.0616749  0.00014951
         171   0.0619941   0.0616768 0.000148647
         172   0.0620079   0.0616787 0.000147796
         173   0.0613364   0.0616768 0.000146955
         174   0.0614811   0.0616756 0.000146114
         175   0.0622938   0.0616792 0.000145322
         176   0.0620095    0.061681 0.000144508
         177   0.0606005   0.0616749 0.000143821
         178   0.0600896    0.061666 0.000143288
         179   0.0607481   0.0616609  0.00014258
         180   0.0618362   0.0616619 0.000141791
