           1     1.00144     1.00144 8.46128e-09
           2     1.01393     1.00768   0.0044152
           3     1.06389     1.02642   0.0155794
           4     1.13579     1.05376   0.0264047
           5     1.17728     1.07846    0.030568
           6     1.18137     1.09561   0.0299003
           7     1.20466     1.11119   0.0294081
           8     1.20712     1.12318   0.0280703
           9      1.1898     1.13059   0.0259089
          10     1.18213     1.13574   0.0238253
          11     1.18892     1.14057   0.0221445
          12     1.20109     1.14562   0.0208654
          13     1.20096     1.14987   0.0196899
          14     1.19551     1.15313   0.0185514
          15     1.17937     1.15488   0.0173968
          16     1.19134     1.15716   0.0164581
          17      1.1884       1.159   0.0155922
          18     1.19317      1.1609   0.0148411
          19     1.21289     1.16363     0.01431
          20      1.2137     1.16614   0.0138117
          21     1.20507     1.16799   0.0132778
          22     1.21912     1.17032   0.0128761
          23     1.23044     1.17293   0.0125788
          24     1.21159     1.17454   0.0121574
          25      1.1881     1.17508   0.0116832
          26     1.19276     1.17576   0.0112536
          27     1.21634     1.17727   0.0109367
          28     1.21727     1.17869   0.0106391
          29     1.19835     1.17937   0.0102937
          30     1.17311     1.17916  0.00995274
          31     1.17946     1.17917  0.00963169
          32     1.19445     1.17965  0.00934252
          33     1.20971     1.18056  0.00910371
          34      1.2319     1.18207  0.00896032
          35     1.24248      1.1838  0.00886901
          36     1.24626     1.18553  0.00879074
          37     1.23346     1.18683  0.00864805
          38     1.21343     1.18753  0.00844876
          39     1.20832     1.18806  0.00824893
          40     1.21411     1.18871  0.00806837
          41       1.223     1.18955   0.0079148
          42     1.24584     1.19089  0.00783902
          43      1.2621     1.19254  0.00782969
          44     1.25947     1.19407  0.00779809
          45     1.27949     1.19596  0.00785244
          46     1.26639     1.19749  0.00782956
          47     1.24535     1.19851  0.00772889
          48     1.25885     1.19977  0.00766942
          49     1.25905     1.20098  0.00760771
          50     1.24991     1.20196  0.00751823
          51     1.25061     1.20291  0.00743108
          52      1.2391     1.20361  0.00732069
          53     1.22335     1.20398  0.00719203
          54     1.21464     1.20418  0.00706156
          55     1.21314     1.20434  0.00693504
          56     1.22806     1.20476  0.00682413
          57     1.25182     1.20559  0.00675415
          58     1.24871     1.20633  0.00667849
          59     1.25005     1.20707  0.00660626
          60     1.25123     1.20781  0.00653701
          61     1.26065     1.20868  0.00648698
          62     1.28252     1.20987  0.00649078
          63     1.29279     1.21118  0.00651986
          64      1.2797     1.21225  0.00650529
          65     1.28026      1.2133  0.00648879
          66     1.27341     1.21421  0.00645408
          67     1.26903     1.21503  0.00640941
          68     1.26351     1.21574  0.00635467
          69      1.2872     1.21678   0.0063464
          70     1.27495     1.21761  0.00630991
          71     1.23746     1.21789  0.00622723
          72     1.23525     1.21813   0.0061454
          73     1.22056     1.21816  0.00606131
          74     1.21875     1.21817   0.0059794
          75     1.23253     1.21836  0.00590274
          76     1.22749     1.21848   0.0058263
          77     1.22481     1.21856  0.00575121
          78     1.24719     1.21893  0.00568917
          79     1.27401     1.21963  0.00565972
          80     1.29747      1.2206    0.005672
          81     1.28542      1.2214  0.00565814
          82     1.28264     1.22215  0.00563822
          83     1.31531     1.22327  0.00568091
          84     1.31502     1.22436  0.00571732
          85     1.27268     1.22493  0.00567824
          86     1.25404     1.22527  0.00562229
          87     1.27389     1.22583  0.00558538
          88     1.28027     1.22645  0.00555606
          89     1.26188     1.22685  0.00550788
          90     1.24719     1.22707  0.00545132
          91     1.24704     1.22729  0.00539582
          92     1.25424     1.22758  0.00534512
          93     1.25799     1.22791  0.00529763
          94     1.25606     1.22821  0.00524973
          95     1.25104     1.22845  0.00519997
          96     1.26316     1.22881  0.00515836
          97     1.27646      1.2293  0.00512851
          98     1.26857      1.2297  0.00509181
          99     1.27485     1.23016  0.00506075
         100     1.27414      1.2306  0.00502922
         101     1.24239     1.23072  0.00498078
         102     1.24128     1.23082  0.00493302
         103     1.27085     1.23121  0.00490041
         104     1.25381     1.23143  0.00485811
         105      1.2464     1.23157  0.00481393
         106     1.27731       1.232  0.00478782
         107     1.30764     1.23271  0.00479497
         108     1.29409     1.23328  0.00478414
         109     1.27208     1.23363  0.00475348
         110      1.2674     1.23394  0.00472017
         111      1.2728     1.23429  0.00469062
         112     1.28227     1.23472  0.00466826
         113     1.29178     1.23522  0.00465418
         114     1.27449     1.23557  0.00462608
         115     1.24865     1.23568  0.00458725
         116     1.23533     1.23568  0.00454771
         117     1.23375     1.23566  0.00450887
         118     1.24459     1.23574  0.00447129
         119     1.24902     1.23585  0.00443511
         120     1.25943     1.23605   0.0044025
         121     1.25711     1.23622  0.00436956
         122     1.26296     1.23644  0.00433924
         123     1.26045     1.23663  0.00430835
         124     1.22225     1.23652  0.00427517
         125     1.18979     1.23614  0.00425728
         126     1.19092     1.23578   0.0042386
         127     1.21523     1.23562  0.00420831
         128     1.22851     1.23557   0.0041758
         129     1.22929     1.23552  0.00414371
         130      1.2354     1.23552  0.00411184
         131     1.25144     1.23564  0.00408224
         132     1.25202     1.23576   0.0040532
         133      1.2771     1.23607  0.00403463
         134     1.29725     1.23653  0.00403026
         135     1.29268     1.23695  0.00402181
         136     1.26294     1.23714  0.00399678
         137     1.25052     1.23724  0.00396879
         138     1.26484     1.23744  0.00394507
         139     1.25052     1.23753  0.00391781
         140     1.22966     1.23747  0.00389023
         141     1.26596     1.23768  0.00386788
         142     1.30153     1.23813  0.00386669
         143     1.29621     1.23853  0.00386093
         144     1.28936     1.23888  0.00385022
         145     1.28899     1.23923  0.00383914
         146     1.27298     1.23946   0.0038198
         147      1.2855     1.23977  0.00380663
         148     1.32127     1.24032  0.00382053
         149      1.3051     1.24076  0.00381954
         150     1.29833     1.24114  0.00381331
         151     1.28061      1.2414  0.00379701
         152     1.26175     1.24154  0.00377439
         153     1.27622     1.24177  0.00375652
         154     1.31485     1.24224  0.00376198
         155     1.30055     1.24262  0.00375647
         156      1.2594     1.24272  0.00373394
         157     1.26719     1.24288   0.0037134
         158     1.28274     1.24313  0.00369846
         159     1.29459     1.24346  0.00368933
         160     1.29294     1.24376  0.00367921
         161      1.2597     1.24386  0.00365769
         162     1.23446     1.24381  0.00363557
         163     1.22813     1.24371  0.00361454
         164     1.23658     1.24367  0.00359276
         165      1.2519     1.24372  0.00357133
         166     1.24925     1.24375  0.00354998
         167     1.25426     1.24381  0.00352928
         168     1.27268     1.24398  0.00351245
         169     1.25663     1.24406  0.00349246
         170     1.25101      1.2441  0.00347216
         171     1.23012     1.24402  0.00345281
         172     1.23456     1.24396  0.00343318
         173     1.25857     1.24405  0.00341437
         174     1.25659     1.24412  0.00339551
         175     1.26081     1.24421  0.00337745
         176     1.26386     1.24433   0.0033601
         177     1.22213      1.2442  0.00334345
         178     1.21704     1.24405  0.00332815
         179     1.23455       1.244  0.00330998
         180     1.22268     1.24388  0.00329371
         181     1.20242     1.24365  0.00328347
         182     1.21401     1.24349  0.00326946
         183     1.21875     1.24335  0.00325439
         184     1.22202     1.24323  0.00323877
         185     1.20861     1.24305  0.00322666
         186     1.18759     1.24275  0.00322306
         187     1.20443     1.24254  0.00321233
         188     1.21355     1.24239  0.00319894
         189     1.22199     1.24228  0.00318384
         190     1.22669      1.2422  0.00316814
         191     1.23845     1.24218  0.00315161
         192     1.25656     1.24225  0.00313609
         193     1.26559     1.24238  0.00312217
         194     1.23619     1.24234  0.00310624
         195     1.22713     1.24227  0.00309129
         196     1.22812     1.24219  0.00307636
         197     1.22326      1.2421  0.00306224
         198     1.21303     1.24195  0.00305029
         199     1.20537     1.24177   0.0030405
         200     1.21394     1.24163  0.00302848
         201     1.20702     1.24146   0.0030183
         202      1.2244     1.24137  0.00300454
         203     1.21122     1.24122  0.00299341
         204     1.20445     1.24104  0.00298415
         205      1.2216     1.24095   0.0029711
         206     1.24045     1.24095  0.00295668
         207     1.27517     1.24111  0.00294702
         208     1.25485     1.24118  0.00293359
         209     1.20719     1.24101  0.00292406
         210     1.19854     1.24081  0.00291712
         211     1.18852     1.24056   0.0029138
         212     1.17851     1.24027  0.00291472
         213      1.1795     1.23999  0.00291497
         214     1.18867     1.23975   0.0029112
         215     1.18141     1.23947  0.00291027
         216     1.14749     1.23905  0.00292779
         217     1.15851     1.23868  0.00293773
         218     1.18882     1.23845  0.00293314
         219     1.19316     1.23824  0.00292702
         220     1.20338     1.23808  0.00291801
         221      1.2064     1.23794  0.00290832
         222     1.20557     1.23779  0.00289887
         223     1.21058     1.23767  0.00288844
         224     1.20977     1.23755  0.00287823
         225     1.22144     1.23748  0.00286633
         226     1.24142     1.23749   0.0028537
         227     1.26436     1.23761  0.00284358
         228     1.26221     1.23772  0.00283316
         229     1.23359      1.2377  0.00282084
         230     1.20994     1.23758  0.00281116
         231     1.20246     1.23743   0.0028031
         232     1.20844      1.2373   0.0027938
         233     1.19301     1.23711  0.00278827
         234     1.19128     1.23692  0.00278322
         235     1.19347     1.23673  0.00277751
         236     1.22518     1.23668  0.00276618
         237     1.24959     1.23674  0.00275504
         238     1.25979     1.23684  0.00274517
         239     1.24995     1.23689  0.00273423
         240     1.24197     1.23691  0.00272292
         241     1.23092     1.23689  0.00271173
         242     1.21725     1.23681  0.00270174
         243     1.22244     1.23675  0.00269127
         244     1.21642     1.23666  0.00268153
         245     1.21151     1.23656  0.00267255
         246     1.20059     1.23641  0.00266568
         247     1.22139     1.23635  0.00265558
         248     1.23543     1.23635  0.00264488
         249     1.22823     1.23632  0.00263446
         250     1.22684     1.23628  0.00262419
         251     1.21795     1.23621  0.00261475
         252     1.23708     1.23621  0.00260438
         253     1.24307     1.23624  0.00259423
         254       1.233     1.23622  0.00258404
         255     1.22284     1.23617  0.00257444
         256     1.23449     1.23617   0.0025644
         257      1.2352     1.23616  0.00255442
         258     1.24808     1.23621  0.00254494
         259      1.2497     1.23626  0.00253564
         260     1.25659     1.23634   0.0025271
         261     1.25305      1.2364  0.00251823
         262     1.27355     1.23654   0.0025126
         263     1.27458     1.23669  0.00250721
         264     1.25726     1.23677  0.00249892
         265     1.24966     1.23682  0.00248997
         266     1.23962     1.23683  0.00248063
         267     1.24286     1.23685  0.00247144
         268     1.27146     1.23698  0.00246559
         269     1.27351     1.23711  0.00246016
         270     1.25218     1.23717  0.00245168
         271     1.24117     1.23718  0.00244268
         272     1.24067      1.2372  0.00243373
         273     1.23323     1.23718  0.00242486
         274     1.22743     1.23715  0.00241627
         275     1.22647     1.23711   0.0024078
         276     1.23336     1.23709  0.00239911
         277     1.25838     1.23717  0.00239168
         278     1.24644      1.2372  0.00238331
         279     1.23129     1.23718  0.00237486
         280     1.21337      1.2371   0.0023679
         281     1.22475     1.23705  0.00235989
         282     1.22607     1.23702  0.00235184
         283     1.23089     1.23699  0.00234363
         284     1.24118     1.23701  0.00233542
         285     1.24887     1.23705   0.0023276
         286     1.28372     1.23721  0.00232517
         287     1.28761     1.23739  0.00232369
         288     1.26885      1.2375  0.00231819
         289     1.25106     1.23754  0.00231064
         290     1.22507      1.2375  0.00230308
         291     1.22285     1.23745  0.00229571
         292     1.24493     1.23748  0.00228799
         293     1.26538     1.23757  0.00228217
         294     1.24339     1.23759  0.00227449
         295      1.2352     1.23758  0.00226679
         296     1.23734     1.23758  0.00225914
         297     1.23966     1.23759  0.00225154
         298     1.21882     1.23753  0.00224486
         299       1.217     1.23746  0.00223841
         300     1.23113     1.23744  0.00223104
         301     1.25275     1.23749  0.00222421
         302      1.2635     1.23757  0.00221851
         303     1.22903     1.23755  0.00221137
         304     1.19833     1.23742  0.00220786
