           1    -6.65173    -6.65173 1.52152e-08
         180    -6.69288     -6.6756   0.0010103
         181    -6.65217    -6.67547  0.00101298
         182    -6.67645    -6.67547  0.00100743
         183    -6.67448    -6.67547  0.00100194
         184    -6.64748    -6.67531  0.00100797
         185    -6.67784    -6.67533  0.00100261
         186    -6.69165    -6.67542  0.00100105
         187    -6.67039    -6.67539  0.00099606
         188    -6.67751     -6.6754 0.000990826
         189    -6.66367    -6.67534 0.000987524
         190    -6.67611    -6.67534 0.000982335
         191    -6.66908    -6.67531  0.00097774
         192    -6.69466    -6.67541 0.000977826
         193    -6.66599    -6.67536 0.000973978
         194    -6.69047    -6.67544 0.000972065
         195    -6.66207    -6.67537 0.000969495
         196    -6.68292    -6.67541 0.000965312
         197    -6.68158    -6.67544  0.00096092
         198    -6.66245    -6.67538 0.000958303
         199    -6.69847    -6.67549 0.000960488
         200    -6.64834    -6.67536 0.000965229
