           1     1.17939     1.17939 1.04056e-08
           2     1.22442     1.20191   0.0159192
           3     1.21092     1.20491   0.0108925
           4     1.20389     1.20465  0.00817237
           5     1.20359     1.20444  0.00654064
           6     1.20562     1.20464  0.00545346
           7     1.20431     1.20459   0.0046746
           8     1.21177     1.20549  0.00417563
           9     1.20944     1.20593  0.00373469
          10     1.18887     1.20422  0.00373042
          11     1.20344     1.20415  0.00339197
          12      1.1919     1.20313  0.00325941
          13     1.20335     1.20315  0.00300873
          14     1.23882     1.20569  0.00371939
          15     1.18874     1.20456  0.00363916
          16     1.18556     1.20338  0.00360036
          17     1.23018     1.20495  0.00371789
          18     1.21398     1.20545  0.00354502
          19      1.1968       1.205  0.00338759
          20     1.20255     1.20488  0.00322043
          21     1.20682     1.20497   0.0030684
          22      1.1918     1.20437  0.00298675
          23     1.21036     1.20463   0.0028682
          24      1.1974     1.20433  0.00276446
          25      1.2031     1.20428  0.00265432
          26     1.21726     1.20478  0.00259876
          27     1.20534      1.2048  0.00250259
          28     1.21539     1.20518  0.00244161
          29     1.19201     1.20472  0.00239926
          30     1.21444     1.20505  0.00234106
          31     1.17994     1.20424  0.00240156
          32      1.2339     1.20517    0.002499
          33     1.20884     1.20528  0.00242575
          34     1.21365     1.20552  0.00236688
          35     1.19026     1.20509   0.0023391
          36     1.22071     1.20552  0.00231402
          37     1.21265     1.20571  0.00225949
          38      1.1882     1.20525  0.00224652
          39     1.21826     1.20559  0.00221353
          40     1.20339     1.20553  0.00215887
          41     1.20273     1.20546  0.00210729
          42     1.21017     1.20558   0.0020601
          43     1.20759     1.20562  0.00201272
          44     1.20637     1.20564  0.00196705
          45     1.20751     1.20568  0.00192378
          46      1.2099     1.20577  0.00188414
          47     1.20695      1.2058  0.00184422
          48     1.21456     1.20598  0.00181481
          49     1.19703      1.2058  0.00178693
          50     1.21424     1.20597  0.00175915
          51     1.18897     1.20563  0.00175594
          52     1.21477     1.20581  0.00173093
          53     1.19952     1.20569  0.00170233
          54     1.19315     1.20546  0.00168658
          55     1.21606     1.20565   0.0016669
          56     1.20181     1.20558  0.00163855
          57     1.19937     1.20547  0.00161342
          58     1.21585     1.20565  0.00159549
          59     1.20741     1.20568  0.00156873
          60     1.20659      1.2057  0.00154266
          61      1.2258     1.20603  0.00155218
          62     1.20729     1.20605  0.00152728
          63     1.19215     1.20583  0.00151887
          64     1.22161     1.20607  0.00151502
          65     1.19304     1.20587  0.00150492
          66     1.21524     1.20601  0.00148879
          67     1.18764     1.20574  0.00149161
          68       1.226     1.20604  0.00149914
          69     1.20393     1.20601  0.00147773
          70     1.19164      1.2058  0.00147081
          71     1.20998     1.20586  0.00145127
          72     1.20702     1.20588   0.0014312
          73     1.21944     1.20606  0.00142361
          74     1.20887      1.2061  0.00140488
          75     1.19603     1.20597  0.00139255
          76     1.20887       1.206  0.00137475
          77     1.21484     1.20612  0.00136167
          78     1.21101     1.20618  0.00134565
          79     1.20339     1.20615  0.00132908
          80     1.20474     1.20613  0.00131259
          81     1.22185     1.20632  0.00131065
          82     1.23376     1.20666  0.00133671
          83     1.19408     1.20651  0.00132916
          84     1.17877     1.20618  0.00135372
          85     1.24269     1.20661  0.00140429
          86     1.18881      1.2064  0.00140312
          87     1.20855     1.20642  0.00138721
          88     1.22528     1.20664  0.00138789
          89     1.20466     1.20662  0.00137248
          90     1.19698     1.20651  0.00136139
          91     1.20464     1.20649  0.00134659
          92     1.21106     1.20654  0.00133287
          93     1.20727     1.20655  0.00131856
          94     1.22531     1.20675  0.00131956
          95     1.18888     1.20656  0.00131899
          96     1.23757     1.20688  0.00134424
          97     1.19437     1.20675  0.00133655
          98     1.21459     1.20683   0.0013253
          99     1.18588     1.20662   0.0013287
         100     1.21522     1.20671   0.0013182
         101     1.22318     1.20687   0.0013152
         102     1.18289     1.20663  0.00132314
         103     1.23013     1.20686  0.00132981
         104     1.20914     1.20688   0.0013172
         105     1.19342     1.20676  0.00131089
         106     1.22296     1.20691   0.0013074
         107     1.18135     1.20667  0.00131683
         108     1.21089     1.20671  0.00130521
         109     1.22124     1.20684  0.00130003
